Key,TEST_RULE,ACT_English,ACT_Math,ACT_Reading,ACT_Science_Reasoning,ACT_Composite,ACT_Combined English_Writing,TEST_RULE,SAT_Critical_Reading,SAT_Mathematics,SAT_Writing
158598,,,,,,,,,,,
158626,,,,,,,,,,,
158656,,,,,,,,,,,
158680,ACT,36,30,34,25,31,,,,,
158718,,,,,,,,,,,
158752,ACT,35,35,34,31,34,,,,,
158769,,,,,,,,,,,
158822,,,,,,,,,,,
158825,,,,,,,,,,,
158831,ACT,35,33,33,32,32,,,,,
158855,,,,,,,,,,,
158875,,,,,,,,,,,
158921,ACT,34,34,30,24,31,,,,,
158926,,,,,,,,,,,
158954,ACT,31,29,32,30,31,,,,,
158957,ACT,30,32,29,28,30,,,,,
158963,ACT,34,33,36,36,35,,,,,
159009,ACT,33,31,35,30,32,,,,,
159018,,,,,,,,,,,
159060,ACT,24,28,22,28,25,,,,,
159072,,,,,,,,,,,
159107,ACT,35,32,36,31,34,,,,,
159128,,,,,,,,,,,
159143,ACT,28,32,32,25,29,,,,,
159164,,,,,,,,,,,
159172,ACT,35,28,34,27,30,,,,,
159173,ACT,29,31,29,27,29,,,,,
159176,,,,,,,,,,,
159178,,,,,,,,,,,
159255,,,,,,,,,,,
159268,ACT,34,36,33,35,35,,,,,
159287,ACT,35,34,32,30,31,,,,,
159290,,,,,,,,,,,
159305,ACT,35,32,32,32,32,,,,,
159317,,,,,,,,,,,
159349,,,,,,,,,,,
159376,ACT,35,35,33,32,34,,,,,
159378,ACT,31,35,33,36,34,,,,,
159383,,,,,,,,,,,
159396,,,,,,,,,,,
159435,ACT,23,27,20,24,24,,,,,
159505,ACT,20,25,30,24,25,,,,,
159562,,,,,,,,,,,
159564,ACT,28,29,24,26,27,,,,,
159585,,,,,,,,,,,
159619,,,,,,,,,,,
159627,,,,,,,,,,,
159640,,,,,,,,,,,
159662,,,,,,,,,,,
159685,,,,,,,,,,,
159743,,,,,,,,,,,
159782,ACT,33,35,32,34,34,,,,,
159787,,,,,,,,,,,
159814,ACT,35,31,34,36,33,,,,,
159820,,,,,,,,,,,
159827,ACT,33,35,35,33,33,,,,,
159839,,,,,,,,,,,
159844,ACT,33,31,35,33,31,,,,,
159870,ACT,28,28,32,33,30,,,,,
159876,,,,,,,,,,,
159889,,,,,,,,,,,
159920,,,,,,,,,,,
159922,,,,,,,,,,,
160017,,,,,,,,,,,
160022,ACT,23,27,34,30,29,,,,,
160044,ACT,31,35,33,35,32,,,,,
160052,ACT,31,28,30,25,27,,,,,
160055,ACT,35,35,36,35,35,,,,,
160056,,,,,,,,,,,
160094,ACT,34,33,32,28,31,,,,,
160153,,,,,,,,,,,
160162,ACT,31,27,31,34,31,,,,,
160170,,,,,,,,,,,
160199,ACT,34,33,34,30,32,,,,,
160202,,,,,,,,,,,
160203,ACT,22,27,25,27,25,,,,,
160209,ACT,25,28,28,25,27,,,,,
160227,ACT,34,29,35,33,33,,,,,
160261,,,,,,,,,,,
160295,ACT,23,26,23,23,24,,,,,
160318,ACT,34,35,34,34,34,,,,,
160356,,,,,,,,,,,
160369,ACT,30,35,35,35,34,,,,,
160377,,,,,,,,,,,
160417,ACT,28,27,27,29,27,,,,,
160471,,,,,,,,,,,
160494,ACT,27,28,31,27,28,,,,,
160508,ACT,22,24,21,25,23,,,,,
160515,ACT,27,27,27,31,27,,,,,
160531,,,,,,,,,,,
160536,,,,,,,,,,,
160587,ACT,33,31,34,35,32,,,,,
160590,,,,,,,,,,,
160591,,,,,,,,,,,
160611,ACT,32,35,32,36,32,,,,,
160624,,,,,,,,,,,
160655,ACT,34,32,25,31,29,,,,,
160664,,,,,,,,,,,
160679,,,,,,,,,,,
160691,,,,,,,,,,,
160697,ACT,30,35,30,33,32,,,,,
160720,,,,,,,,,,,
160758,ACT,30,33,33,31,31,,,,,
160762,,,,,,,,,,,
160817,,,,,,,,,,,
160819,ACT,33,31,33,33,32,,,,,
160825,,,,,,,,,,,
160845,ACT,35,34,32,35,33,,,,,
160855,,,,,,,,,,,
160866,,,,,,,,,,,
160868,ACT,34,27,33,36,32,,,,,
160869,ACT,16,18,20,22,19,,,,,
160925,,,,,,,,,,,
160956,ACT,12,21,18,19,18,,,,,
161074,,,,,,,,,,,
161105,,,,,,,,,,,
161110,ACT,25,26,22,22,24,,,,,
161141,,,,,,,,,,,
161163,ACT,31,33,30,33,32,,,,,
161184,,,,,,,,,,,
161188,,,,,,,,,,,
161197,ACT,22,26,28,29,25,,,,,
161199,ACT,28,32,31,31,30,,,,,
161201,,,,,,,,,,,
161203,ACT,34,31,34,35,34,,,,,
161225,ACT,34,36,34,34,32,,,,,
161239,ACT,33,33,35,34,33,,,,,
161247,,,,,,,,,,,
161254,,,,,,,,,,,
161258,ACT,27,29,26,33,28,,,,,
161270,,,,,,,,,,,
161277,ACT,28,28,22,26,26,,,,,
161282,,,,,,,,,,,
161285,ACT,25,26,24,28,26,,,,,
161311,,,,,,,,,,,
161332,,,,,,,,,,,
161335,,,,,,,,,,,
161338,ACT,22,24,27,23,23,,,,,
161351,,,,,,,,,,,
161370,,,,,,,,,,,
161371,ACT,25,29,24,26,26,,,,,
161374,,,,,,,,,,,
161402,ACT,34,32,34,32,32,,,,,
161417,ACT,34,32,34,31,33,,,,,
161423,ACT,36,36,32,31,34,,,,,
161451,,,,,,,,,,,
161471,,,,,,,,,,,
161478,,,,,,,,,,,
161481,,,,,,,,,,,
161489,,,,,,,,,,,
161541,ACT,35,34,36,33,34,,,,,
161544,ACT,35,32,36,35,34,,,,,
161566,,,,,,,,,,,
161568,ACT,26,31,33,33,29,,,,,
161576,,,,,,,,,,,
161579,,,,,,,,,,,
161586,,,,,,,,,,,
161588,,,,,,,,,,,
161623,,,,,,,,,,,
161625,ACT,29,33,33,31,32,,,,,
161641,,,,,,,,,,,
161646,,,,,,,,,,,
161657,ACT,34,28,32,28,30,,,,,
161695,ACT,33,34,29,33,32,,,,,
161700,ACT,22,25,30,24,25,,,,,
161704,,,,,,,,,,,
161721,ACT,34,36,35,35,34,,,,,
161722,ACT,34,30,34,33,32,,,,,
161723,,,,,,,,,,,
161752,ACT,35,35,35,32,34,,,,,
161767,,,,,,,,,,,
161796,,,,,,,,,,,
161805,ACT,32,34,35,36,34,,,,,
161821,,,,,,,,,,,
161822,,,,,,,,,,,
161832,ACT,31,33,30,30,30,,,,,
161833,ACT,27,35,35,33,32,,,,,
161864,ACT,29,34,29,35,31,,,,,
161866,ACT,33,31,34,34,33,,,,,
161867,ACT,27,26,32,25,26,,,,,
161885,,,,,,,,,,,
161892,ACT,32,29,36,24,30,,,,,
161900,ACT,35,33,33,33,34,,,,,
161912,ACT,33,35,32,35,34,,,,,
161939,ACT,35,28,34,36,33,,,,,
161975,ACT,33,31,35,30,31,,,,,
161981,ACT,29,33,29,29,30,,,,,
162008,,,,,,,,,,,
162033,,,,,,,,,,,
162042,,,,,,,,,,,
162053,,,,,,,,,,,
162078,,,,,,,,,,,
162079,,,,,,,,,,,
162103,ACT,35,31,30,31,32,,,,,
162111,,,,,,,,,,,
162122,,,,,,,,,,,
162148,,,,,,,,,,,
162150,ACT,25,36,19,35,28,,,,,
162161,ACT,23,28,28,27,25,,,,,
162163,ACT,27,26,34,34,30,,,,,
162166,,,,,,,,,,,
162171,,,,,,,,,,,
162181,,,,,,,,,,,
162186,,,,,,,,,,,
162192,,,,,,,,,,,
162217,ACT,22,30,28,26,27,,,,,
162225,,,,,,,,,,,
162282,ACT,30,33,32,31,31,,,,,
162286,,,,,,,,,,,
162302,ACT,29,25,24,28,26,,,,,
162340,,,,,,,,,,,
162380,,,,,,,,,,,
162382,ACT,35,29,33,33,32,,,,,
162385,ACT,36,30,35,34,34,,,,,
162388,ACT,36,29,30,29,30,,,,,
162401,,,,,,,,,,,
162426,ACT,33,33,31,36,33,,,,,
162465,,,,,,,,,,,
162473,,,,,,,,,,,
162477,,,,,,,,,,,
162491,ACT,30,36,30,30,32,,,,,
162513,,,,,,,,,,,
162523,ACT,35,34,34,35,34,,,,,
162535,,,,,,,,,,,
162551,,,,,,,,,,,
162556,,,,,,,,,,,
162563,,,,,,,,,,,
162574,,,,,,,,,,,
162600,ACT,33,33,32,35,33,,,,,
162614,ACT,23,22,23,30,25,,,,,
162626,,,,,,,,,,,
162641,ACT,29,34,36,32,32,,,,,
162652,ACT,34,29,35,28,32,,,,,
162695,,,,,,,,,,,
162717,,,,,,,,,,,
162724,ACT,29,33,29,27,30,,,,,
162727,,,,,,,,,,,
162764,,,,,,,,,,,
162778,ACT,27,31,34,32,31,,,,,
162779,,,,,,,,,,,
162781,,,,,,,,,,,
162792,,,,,,,,,,,
162802,,,,,,,,,,,
162828,,,,,,,,,,,
162833,ACT,36,32,35,30,32,,,,,
162849,ACT,32,33,30,34,30,,,,,
162854,ACT,28,36,30,33,32,,,,,
162862,,,,,,,,,,,
162889,,,,,,,,,,,
162904,,,,,,,,,,,
162905,ACT,28,31,32,34,31,,,,,
162922,,,,,,,,,,,
162941,,,,,,,,,,,
162947,,,,,,,,,,,
162989,,,,,,,,,,,
163001,,,,,,,,,,,
163095,ACT,24,33,22,28,27,,,,,
163128,,,,,,,,,,,
163148,ACT,36,30,36,33,34,,,,,
163149,ACT,35,32,32,34,32,,,,,
163158,,,,,,,,,,,
163179,ACT,32,35,34,35,34,,,,,
163190,,,,,,,,,,,
163195,ACT,23,28,26,25,26,,,,,
163240,ACT,31,28,28,29,29,,,,,
163246,,,,,,,,,,,
163287,,,,,,,,,,,
163293,,,,,,,,,,,
163363,,,,,,,,,,,
163365,ACT,27,28,23,31,26,,,,,
163371,,,,,,,,,,,
163377,,,,,,,,,,,
163383,,,,,,,,,,,
163402,ACT,35,35,36,36,35,,,,,
163425,ACT,23,22,25,27,24,,,,,
163428,ACT,36,36,36,34,36,,,,,
163435,ACT,21,26,20,22,22,,,,,
163441,ACT,22,28,26,25,25,,,,,
163444,ACT,36,36,29,35,34,,,,,
163449,ACT,29,33,30,29,30,,,,,
163451,ACT,35,36,36,34,35,,,,,
163501,,,,,,,,,,,
163502,ACT,25,31,31,28,29,,,,,
163506,,,,,,,,,,,
163531,,,,,,,,,,,
163547,,,,,,,,,,,
163553,,,,,,,,,,,
163595,,,,,,,,,,,
163632,,,,,,,,,,,
163642,,,,,,,,,,,
163724,ACT,26,33,31,30,30,,,,,
163732,ACT,35,36,31,35,34,,,,,
163738,,,,,,,,,,,
163747,ACT,30,36,35,35,34,,,,,
163762,,,,,,,,,,,
163765,ACT,30,33,30,30,29,,,,,
163768,ACT,27,29,26,25,27,,,,,
163781,,,,,,,,,,,
163807,ACT,20,24,20,24,22,,,,,
163826,ACT,25,28,31,27,27,,,,,
163836,ACT,28,27,28,26,27,,,,,
163882,ACT,35,31,33,30,32,,,,,
163896,ACT,29,31,29,33,31,,,,,
163897,,,,,,,,,,,
163931,,,,,,,,,,,
163933,ACT,36,35,36,34,34,,,,,
163936,ACT,24,28,32,34,30,,,,,
163959,ACT,30,34,32,33,32,,,,,
163965,ACT,34,28,35,27,31,,,,,
163974,ACT,31,35,36,31,33,,,,,
163987,ACT,34,27,26,24,28,,,,,
164007,ACT,34,32,32,35,31,,,,,
164019,,,,,,,,,,,
164068,ACT,31,32,31,29,31,,,,,
164130,,,,,,,,,,,
164160,,,,,,,,,,,
164173,ACT,34,29,32,33,32,,,,,
164194,,,,,,,,,,,
164203,,,,,,,,,,,
164231,ACT,29,31,29,29,28,,,,,
164287,ACT,28,28,31,31,29,,,,,
164289,,,,,,,,,,,
164290,ACT,25,33,32,29,30,,,,,
164297,,,,,,,,,,,
164323,,,,,,,,,,,
164338,,,,,,,,,,,
164339,ACT,35,34,35,35,35,,,,,
164379,ACT,36,36,35,34,35,,,,,
164383,ACT,35,32,34,30,33,,,,,
164404,ACT,33,33,32,34,33,,,,,
164432,,,,,,,,,,,
164439,ACT,23,24,34,24,26,,,,,
164440,,,,,,,,,,,
164451,,,,,,,,,,,
164471,,,,,,,,,,,
164472,,,,,,,,,,,
164477,ACT,29,27,29,34,30,,,,,
164508,ACT,31,27,22,25,25,,,,,
164525,,,,,,,,,,,
164561,ACT,36,34,34,30,34,,,,,
164597,,,,,,,,,,,
164655,ACT,35,33,33,36,34,,,,,
164656,ACT,35,35,33,33,32,,,,,
164682,ACT,29,27,35,28,30,,,,,
164694,,,,,,,,,,,
164716,,,,,,,,,,,
164744,,,,,,,,,,,
164762,,,,,,,,,,,
164771,,,,,,,,,,,
164833,ACT,29,32,28,31,30,,,,,
164874,,,,,,,,,,,
164895,,,,,,,,,,,
164912,,,,,,,,,,,
164934,ACT,30,35,31,34,33,,,,,
164935,ACT,23,26,20,23,23,,,,,
164945,,,,,,,,,,,
164956,ACT,26,28,36,30,30,,,,,
165050,,,,,,,,,,,
165125,,,,,,,,,,,
165129,ACT,23,35,30,31,30,,,,,
165144,ACT,29,30,29,26,29,,,,,
165210,,,,,,,,,,,
165267,ACT,34,28,34,28,30,,,,,
165271,,,,,,,,,,,
165300,ACT,30,33,28,31,31,,,,,
165306,,,,,,,,,,,
165341,,,,,,,,,,,
165344,,,,,,,,,,,
165372,ACT,33,31,35,35,34,,,,,
165393,,,,,,,,,,,
165410,,,,,,,,,,,
165426,,,,,,,,,,,
165451,ACT,29,27,31,24,28,,,,,
165459,ACT,32,36,28,35,33,,,,,
165462,,,,,,,,,,,
165465,ACT,34,28,26,26,28,,,,,
165486,ACT,29,34,33,34,32,,,,,
165593,ACT,33,34,34,34,32,,,,,
165601,ACT,31,34,28,30,31,,,,,
165606,,,,,,,,,,,
165619,,,,,,,,,,,
165630,,,,,,,,,,,
165632,ACT,33,27,30,28,28,,,,,
165635,,,,,,,,,,,
165643,,,,,,,,,,,
165647,,,,,,,,,,,
165663,ACT,30,33,29,30,29,,,,,
165666,ACT,36,28,36,36,34,,,,,
165669,ACT,35,29,35,32,32,,,,,
165693,,,,,,,,,,,
165753,,,,,,,,,,,
165808,,,,,,,,,,,
165870,,,,,,,,,,,
166026,,,,,,,,,,,
166037,ACT,26,27,25,26,26,,,,,
166065,,,,,,,,,,,
166074,ACT,34,28,34,33,32,,,,,
166081,,,,,,,,,,,
166094,,,,,,,,,,,
166100,ACT,31,35,34,36,34,,,,,
166117,ACT,31,35,33,35,33,,,,,
166128,,,,,,,,,,,
166136,,,,,,,,,,,
166145,,,,,,,,,,,
166153,,,,,,,,,,,
166162,,,,,,,,,,,
166164,,,,,,,,,,,
166218,,,,,,,,,,,
166225,ACT,31,35,32,28,30,,,,,
166261,ACT,36,35,35,35,35,,,,,
166276,ACT,35,35,36,35,35,,,,,
166283,ACT,29,31,30,27,29,,,,,
166295,ACT,35,31,33,34,33,,,,,
166306,,,,,,,,,,,
166311,ACT,36,33,30,33,33,,,,,
166327,,,,,,,,,,,
166353,ACT,35,32,36,32,34,,,,,
166361,,,,,,,,,,,
166440,,,,,,,,,,,
166461,,,,,,,,,,,
166496,,,,,,,,,,,
166505,ACT,31,27,35,32,30,,,,,
166558,ACT,36,34,32,30,32,,,,,
166564,ACT,34,35,32,30,31,,,,,
166597,ACT,26,28,22,24,25,,,,,
166651,,,,,,,,,,,
166661,,,,,,,,,,,
166676,ACT,36,34,36,34,35,,,,,
166711,,,,,,,,,,,
166720,ACT,34,36,34,36,34,,,,,
166758,,,,,,,,,,,
166759,,,,,,,,,,,
166774,,,,,,,,,,,
166785,ACT,28,31,32,34,31,,,,,
166828,,,,,,,,,,,
166829,ACT,36,35,36,35,35,,,,,
166872,ACT,33,28,29,29,30,,,,,
166879,ACT,28,33,36,33,33,,,,,
166910,ACT,34,33,26,29,31,,,,,
166921,ACT,32,27,35,27,28,,,,,
166922,,,,,,,,,,,
166960,ACT,35,35,32,34,34,,,,,
167006,,,,,,,,,,,
167060,ACT,35,34,31,34,34,,,,,
167068,ACT,36,31,36,32,34,,,,,
167073,,,,,,,,,,,
167084,,,,,,,,,,,
167085,,,,,,,,,,,
167123,ACT,29,32,20,33,27,,,,,
167128,ACT,36,36,33,31,33,,,,,
167131,,,,,,,,,,,
167136,,,,,,,,,,,
167149,ACT,35,36,36,35,35,,,,,
167157,ACT,36,30,35,35,33,,,,,
167182,,,,,,,,,,,
167224,ACT,35,35,36,31,34,,,,,
167268,ACT,29,30,23,30,28,,,,,
167275,,,,,,,,,,,
167282,ACT,23,26,21,22,23,,,,,
167310,ACT,30,32,35,34,33,,,,,
167313,,,,,,,,,,,
167322,ACT,30,29,34,27,30,,,,,
167340,ACT,30,28,29,28,28,,,,,
167370,ACT,30,32,32,36,32,,,,,
167373,,,,,,,,,,,
167396,ACT,33,33,31,26,31,,,,,
167400,ACT,24,30,23,27,26,,,,,
167417,,,,,,,,,,,
167418,ACT,34,35,28,34,32,,,,,
167483,,,,,,,,,,,
167494,,,,,,,,,,,
167498,ACT,35,30,35,34,34,,,,,
167500,,,,,,,,,,,
167509,ACT,30,27,24,33,29,,,,,
167564,,,,,,,,,,,
167569,ACT,32,35,32,35,34,,,,,
167572,ACT,31,33,36,34,33,,,,,
167590,,,,,,,,,,,
167591,ACT,29,29,26,28,28,,,,,
167614,,,,,,,,,,,
167629,ACT,34,29,36,34,33,,,,,
167644,,,,,,,,,,,
167659,ACT,35,36,36,33,34,,,,,
167667,ACT,29,33,36,31,32,,,,,
167671,,,,,,,,,,,
167674,ACT,30,36,30,33,31,,,,,
167745,,,,,,,,,,,
167752,ACT,33,34,27,26,30,,,,,
167796,ACT,20,28,27,25,25,,,,,
167817,ACT,23,30,29,25,27,,,,,
167827,ACT,34,35,31,29,31,,,,,
167880,,,,,,,,,,,
167883,ACT,35,35,36,28,34,,,,,
167946,,,,,,,,,,,
167969,,,,,,,,,,,
168010,,,,,,,,,,,
168013,,,,,,,,,,,
168021,ACT,34,29,34,34,33,,,,,
168024,ACT,36,36,29,36,34,,,,,
168028,ACT,35,36,32,27,33,,,,,
168030,,,,,,,,,,,
168053,ACT,32,36,32,34,32,,,,,
168057,ACT,30,30,33,29,28,,,,,
168082,ACT,27,23,34,29,27,,,,,
168084,,,,,,,,,,,
168100,ACT,34,32,35,28,31,,,,,
168126,,,,,,,,,,,
168132,ACT,33,29,30,29,30,,,,,
168153,,,,,,,,,,,
168201,,,,,,,,,,,
168298,,,,,,,,,,,
168315,ACT,36,28,31,32,32,,,,,
168385,ACT,26,35,23,25,27,,,,,
168398,,,,,,,,,,,
168404,,,,,,,,,,,
168421,,,,,,,,,,,
168438,ACT,32,35,33,34,34,,,,,
168444,,,,,,,,,,,
168479,ACT,36,33,31,34,34,,,,,
168483,,,,,,,,,,,
168484,,,,,,,,,,,
168504,,,,,,,,,,,
168534,,,,,,,,,,,
168624,ACT,33,33,31,35,33,,,,,
168627,,,,,,,,,,,
168639,ACT,30,35,32,36,33,,,,,
168649,ACT,36,35,36,36,33,,,,,
168686,,,,,,,,,,,
168717,ACT,34,32,34,29,32,,,,,
168733,ACT,35,27,34,34,33,,,,,
168741,ACT,24,24,21,22,23,,,,,
168793,ACT,28,30,31,35,31,,,,,
168796,,,,,,,,,,,
168797,ACT,29,33,24,34,30,,,,,
168885,ACT,35,34,35,36,35,,,,,
168889,ACT,35,36,35,36,34,,,,,
168910,ACT,33,30,34,33,31,,,,,
168923,ACT,24,24,34,23,26,,,,,
168928,,,,,,,,,,,
168939,,,,,,,,,,,
168951,,,,,,,,,,,
168954,,,,,,,,,,,
168956,,,,,,,,,,,
168960,,,,,,,,,,,
168965,ACT,36,31,34,30,33,,,,,
168978,,,,,,,,,,,
169012,ACT,23,26,24,25,24,,,,,
169017,ACT,25,29,27,31,28,,,,,
169019,ACT,32,35,36,35,35,,,,,
169024,,,,,,,,,,,
169044,,,,,,,,,,,
169067,,,,,,,,,,,
169069,,,,,,,,,,,
169101,ACT,34,35,35,34,35,,,,,
169144,,,,,,,,,,,
169147,,,,,,,,,,,
169169,,,,,,,,,,,
169187,ACT,32,28,33,30,30,,,,,
169192,ACT,30,35,30,31,31,,,,,
169201,,,,,,,,,,,
169202,ACT,25,34,36,36,32,,,,,
169225,ACT,33,29,29,30,29,,,,,
169229,,,,,,,,,,,
169230,ACT,35,33,36,34,34,,,,,
169240,,,,,,,,,,,
169247,,,,,,,,,,,
169251,,,,,,,,,,,
169260,,,,,,,,,,,
169281,,,,,,,,,,,
169292,,,,,,,,,,,
169302,ACT,35,35,36,36,35,,,,,
169321,,,,,,,,,,,
169325,,,,,,,,,,,
169336,ACT,34,29,34,27,31,,,,,
169339,,,,,,,,,,,
169358,ACT,34,35,32,33,33,,,,,
169385,,,,,,,,,,,
169426,,,,,,,,,,,
169447,,,,,,,,,,,
169452,ACT,23,28,32,26,27,,,,,
169492,,,,,,,,,,,
169503,,,,,,,,,,,
169507,,,,,,,,,,,
169557,ACT,35,33,33,35,34,,,,,
169582,,,,,,,,,,,
169590,ACT,34,34,31,32,33,,,,,
169603,,,,,,,,,,,
169660,,,,,,,,,,,
169668,ACT,33,32,31,25,30,,,,,
169681,ACT,36,33,33,34,34,,,,,
169687,,,,,,,,,,,
169702,,,,,,,,,,,
169723,,,,,,,,,,,
169757,ACT,35,29,35,36,34,,,,,
169764,,,,,,,,,,,
169769,ACT,28,35,34,36,34,,,,,
169771,ACT,32,34,31,26,31,,,,,
169781,ACT,34,29,34,34,32,,,,,
169789,ACT,31,30,32,31,31,,,,,
169790,,,,,,,,,,,
169807,,,,,,,,,,,
169860,ACT,23,27,23,27,25,,,,,
169901,ACT,36,34,36,33,34,,,,,
169930,,,,,,,,,,,
169931,ACT,35,29,29,30,31,,,,,
169947,,,,,,,,,,,
169985,,,,,,,,,,,
170037,ACT,23,30,33,35,30,,,,,
170057,ACT,34,35,32,34,34,,,,,
170072,,,,,,,,,,,
170077,,,,,,,,,,,
170090,,,,,,,,,,,
170093,,,,,,,,,,,
170097,,,,,,,,,,,
170098,ACT,34,33,32,34,33,,,,,
170100,,,,,,,,,,,
170122,,,,,,,,,,,
170129,ACT,35,35,36,34,34,,,,,
170196,ACT,29,24,26,29,27,,,,,
170200,ACT,32,33,33,30,32,,,,,
170214,,,,,,,,,,,
170251,ACT,25,28,27,24,26,,,,,
170270,ACT,36,30,34,26,32,,,,,
170285,ACT,29,31,32,33,31,,,,,
170291,ACT,33,33,28,29,30,,,,,
170352,,,,,,,,,,,
170417,ACT,34,34,31,29,31,,,,,
170439,ACT,29,32,31,30,31,,,,,
170441,ACT,34,31,34,29,32,,,,,
170446,ACT,35,34,35,32,34,,,,,
170477,,,,,,,,,,,
170486,,,,,,,,,,,
170487,,,,,,,,,,,
170513,ACT,36,34,35,32,34,,,,,
170557,,,,,,,,,,,
170564,ACT,32,29,33,28,30,,,,,
170566,ACT,34,32,32,34,33,,,,,
170567,,,,,,,,,,,
170574,,,,,,,,,,,
170580,,,,,,,,,,,
170628,ACT,35,33,34,36,34,,,,,
170680,ACT,34,35,32,34,34,,,,,
170690,,,,,,,,,,,
170702,ACT,35,36,36,33,35,,,,,
170716,,,,,,,,,,,
170727,ACT,35,35,35,36,35,,,,,
170747,ACT,34,36,36,35,34,,,,,
170778,ACT,35,28,25,34,31,,,,,
170780,,,,,,,,,,,
170806,ACT,31,29,36,34,33,,,,,
170821,ACT,25,25,23,25,24,,,,,
170836,,,,,,,,,,,
170854,,,,,,,,,,,
170855,,,,,,,,,,,
170882,ACT,30,33,36,33,33,,,,,
170886,,,,,,,,,,,
170892,,,,,,,,,,,
170899,ACT,36,34,33,33,34,,,,,
170922,ACT,25,33,27,33,30,,,,,
170969,ACT,35,31,34,35,34,,,,,
170981,ACT,21,31,29,33,29,,,,,
170998,,,,,,,,,,,
171015,,,,,,,,,,,
171045,,,,,,,,,,,
171161,,,,,,,,,,,
171169,ACT,35,29,34,34,33,,,,,
171194,ACT,30,30,32,34,32,,,,,
171196,ACT,30,35,29,35,32,,,,,
171205,ACT,29,30,30,29,30,,,,,
171209,ACT,28,33,36,33,31,,,,,
171226,ACT,35,32,36,26,32,,,,,
171232,,,,,,,,,,,
171250,,,,,,,,,,,
171264,ACT,36,32,36,36,35,,,,,
171269,ACT,34,36,36,29,34,,,,,
171274,,,,,,,,,,,
171277,ACT,33,32,32,36,33,,,,,
171280,ACT,25,22,23,27,24,,,,,
171289,ACT,30,26,28,25,27,,,,,
171302,,,,,,,,,,,
171330,,,,,,,,,,,
171338,,,,,,,,,,,
171339,ACT,33,36,29,34,33,,,,,
171345,,,,,,,,,,,
171347,ACT,34,35,33,34,34,,,,,
171371,,,,,,,,,,,
171373,,,,,,,,,,,
171401,,,,,,,,,,,
171418,ACT,31,31,35,34,33,,,,,
171420,,,,,,,,,,,
171446,,,,,,,,,,,
171465,ACT,33,35,34,31,33,,,,,
171486,,,,,,,,,,,
171544,,,,,,,,,,,
171548,,,,,,,,,,,
171648,,,,,,,,,,,
171666,ACT,34,28,33,31,32,,,,,
171668,,,,,,,,,,,
171706,ACT,30,32,27,30,30,,,,,
171771,ACT,34,29,36,36,34,,,,,
171777,,,,,,,,,,,
171785,ACT,28,32,34,33,32,,,,,
171786,ACT,33,34,35,32,34,,,,,
171805,ACT,35,33,36,34,33,,,,,
171843,ACT,35,35,35,33,34,,,,,
171848,ACT,36,34,36,36,35,,,,,
171852,ACT,31,35,22,36,31,,,,,
171883,ACT,35,30,35,33,33,,,,,
171889,,,,,,,,,,,
171986,ACT,36,33,35,36,34,,,,,
172013,,,,,,,,,,,
172017,ACT,21,24,24,22,23,,,,,
172025,ACT,23,30,30,29,28,,,,,
172045,,,,,,,,,,,
172057,,,,,,,,,,,
172091,,,,,,,,,,,
172095,,,,,,,,,,,
172098,ACT,32,30,33,31,32,,,,,
172106,ACT,35,34,28,31,31,,,,,
172114,,,,,,,,,,,
172179,ACT,35,35,35,33,34,,,,,
172194,,,,,,,,,,,
172229,,,,,,,,,,,
172267,,,,,,,,,,,
172272,,,,,,,,,,,
172308,ACT,35,34,36,31,34,,,,,
172313,,,,,,,,,,,
172344,,,,,,,,,,,
172348,,,,,,,,,,,
172351,,,,,,,,,,,
172404,,,,,,,,,,,
172409,,,,,,,,,,,
172446,,,,,,,,,,,
172462,,,,,,,,,,,
172467,,,,,,,,,,,
172469,,,,,,,,,,,
172488,ACT,24,36,25,35,30,,,,,
172544,,,,,,,,,,,
172585,ACT,33,29,32,25,28,,,,,
172592,,,,,,,,,,,
172597,,,,,,,,,,,
172624,,,,,,,,,,,
172666,ACT,35,33,33,34,33,,,,,
172713,ACT,32,29,34,34,31,,,,,
172724,ACT,35,32,34,33,33,,,,,
172730,,,,,,,,,,,
172746,,,,,,,,,,,
172763,ACT,23,27,25,29,26,,,,,
172813,ACT,35,30,35,34,34,,,,,
172841,ACT,36,32,36,30,34,,,,,
172871,ACT,35,29,35,30,32,,,,,
172875,,,,,,,,,,,
172916,,,,,,,,,,,
173123,,,,,,,,,,,
173127,,,,,,,,,,,
173128,ACT,36,35,34,34,34,,,,,
173141,ACT,29,31,32,35,32,,,,,
173146,ACT,34,35,25,33,31,,,,,
173153,ACT,22,26,19,26,23,,,,,
173165,ACT,28,27,26,27,27,,,,,
173282,,,,,,,,,,,
173362,ACT,26,26,24,24,,,,,,
173372,,,,,,,,,,,
173628,ACT,29,30,29,33,30,,,,,
173683,,,,,,,,,,,
173692,,,,,,,,,,,
173716,,,,,,,,,,,
173717,,,,,,,,,,,
173975,,,,,,,,,,,
174090,,,,,,,,,,,
174115,,,,,,,,,,,
174366,,,,,,,,,,,
174587,,,,,,,,,,,
174787,,,,,,,,,,,
175202,,,,,,,,,,,
175381,,,,,,,,,,,
175522,ACT,26,28,29,27,28,,,,,
175710,,,,,,,,,,,
176178,,,,,,,,,,,
176262,,,,,,,,,,,
176264,,,,,,,,,,,
176269,,,,,,,,,,,
176297,,,,,,,,,,,
176359,ACT,35,34,35,34,35,,,,,
