Key,INSTITUTION_TYPE_DESC,INSTITUTION,INSTITUTION_DESC,MathGPA,MathYrTaken,PhysicsGPA,PhysicsYrTaken,CoreGPA,SCHOOL_GPA,SECONDARY_SCHOOL_GRAD_DATE
805005,High School,052772,Aquinas High School,3.12,4,3.6,2.5,3.45,,
805005,High School,UNKHS1,Unknown High School 1,,,,,,,
805005,High School,UNKHSC,Unknown High School,,,,,,,
805851,High School,151936,McCutcheon High School,2.88,4.5,2,1,2.46,,6/1/15
807616,High School,500675,Saint Marys Springs Academy HS,3.5,5,3,1,3.23,3.2,5/31/15
807616,High School,HS0293,Po-Sung High School,,,,,,,
819396,High School,481587,Alger Learning Center,,,,,,,
819396,High School,694375,Second HS-Beijing Normal Univ,3.9,5,3.75,2.5,3.83,,7/1/15
819396,High School,HS0902,Beida Resource Middle School,,,,,,,
819439,High School,070695,South Kent School,3.13,5,,,3.21,,5/31/15
822914,High School,UNKHS2,Unknown High School 2,,,,,,,
822914,High School,UNKHSC,Unknown High School,3.33,4,3,1.5,3.51,,6/30/15
823328,High School,262987,Lutheran High School South,3.27,4,4,1.5,3.63,,
824205,High School,440324,Westlake High School,2.8,5,,,2.82,,
825585,High School,101179,School Advanced Studies/South,3.2,9,3,1,3.27,3.8,6/5/15
832670,High School,HS2741,Jining No 1 High School,3.83,4,3.67,3,3.7,,
832670,High School,HS2973,Jining No 13 Middle School,,,,,,,7/1/15
837475,High School,HS1646,Suzhou Zhenhua School,,,,,,,
837475,High School,UNKHSC,Unknown High School,4,4,4,3,3.89,,6/30/15
841282,High School,694451,Dalian No 24 High School,4,4,4,4,3.8,,7/15/15
841282,High School,HS4646,Dalian Shiyan Middle School,,,,,,,
841282,High School,UNKHSC,Unknown High School,,,,,,,
842304,High School,231685,Catholic Central High School,3.67,4.5,,,3.36,,
842304,High School,334305,Minerva Central School,,,,,,,6/1/15
842304,High School,HS1719,Yong-In Daeduck Middle School,,,,,,,
842304,High School,HS2815,Yongshin Middle School,,,,,,,
842817,High School,310979,Franklin High School,2.57,4,3.3,1,2.92,3.5,6/26/15
850323,High School,152365,North White Jr Sr High School,,,,,,3.24,6/1/15
853259,High School,151082,Bishop Dwenger High School,3.17,5,,,3.18,3.55,5/27/16
853909,High School,151041,Fishers High School,,,,,,2.60,6/1/16
854613,High School,151585,Carroll High School,,,,,,3.78,5/1/17
856053,High School,152635,Manchester High School,3.67,5.5,,,3.88,4.00,6/1/17
856271,High School,153565,Valparaiso High School,3.39,4,,,3.37,3.46,6/1/18
856311,High School,153565,Valparaiso High School,4,4,,,3.98,3.96,7/1/18
856405,High School,151720,Park Tudor School,2.45,4,,,2.86,,
856483,High School,153565,Valparaiso High School,3.71,4,,,3.7,3.74,6/1/18
857926,High School,150115,Dekalb High School,4,5,,,3.84,3.83,6/1/17
857971,High School,150115,Dekalb High School,3.9,5,,,3.66,3.47,6/1/17
858058,High School,153393,Wawasee High School,2.61,5.5,,,2.98,2.97,5/1/18
858093,High School,153393,Wawasee High School,4,5,,1,3.9,3.85,6/1/17
858624,High School,151104,Northrop High School,,,,,,4.00,6/1/18
858646,High School,151107,R Nelson Snider High School,3.5,6,,,3.56,4.00,6/1/17
858681,High School,151083,Bishop Luers High School,4,5,,1,3.91,4.00,5/1/17
858706,High School,153565,Valparaiso High School,3.5,4,,,3.65,4.00,6/1/17
858805,High School,153625,Wabash High School,3.05,5,,,3.2,3.37,6/1/17
858899,High School,151095,Concordia Lutheran High School,3.5,3,,,3.29,3.34,5/1/18
858916,High School,153393,Wawasee High School,4,5.5,,,4,4.00,6/1/18
858943,High School,151104,Northrop High School,3.04,3.5,,,3.17,3.31,6/1/18
858970,High School,151095,Concordia Lutheran High School,3.95,3,,,3.85,3.85,5/1/18
858978,High School,151104,Northrop High School,,,,,,3.90,6/1/18
858996,High School,153565,Valparaiso High School,3.49,5,,,3.64,3.86,6/1/17
859292,High School,152255,Tippecanoe Valley High School,4,6,4,1,3.93,3.89,6/1/17
859870,High School,153623,Southwood Junior-Senior HS,4,5,,,4,3.87,5/1/17
860412,High School,151220,Garrett High School,4,6,,1,4,4.00,5/1/17
860593,High School,152520,New Prairie High School,3.78,5,,,3.92,4.00,5/1/17
860748,High School,150020,Central Noble High School,3.72,5,,,3.79,3.83,6/1/17
860757,High School,150020,Central Noble High School,3.41,5,,1,3.78,3.86,6/1/17
861388,High School,153625,Wabash High School,3.49,3.5,,,3.47,3.62,6/1/18
861414,High School,151103,Homestead High School,3.54,5,3.65,1,3.68,3.80,6/4/16
862107,High School,153095,Western High School,2.78,5,,,3.24,3.83,6/6/16
862301,High School,153355,Sullivan High School,3.52,4,,,3.83,3.9,5/21/16
862333,High School,151045,Hamilton Southeastern Hs,2.6,4,2.65,1,3,3.24,6/4/16
862398,High School,151045,Hamilton Southeastern Hs,3.5,5,,,3.79,4.00,6/1/18
862398,High School,151330,Leo Junior-Senior High School,,,,,,,
862637,High School,150500,Chesterton High School,4,4,,,3.97,4.00,6/1/17
862710,High School,150225,Bluffton High School,3.85,5,,,3.8,3.87,5/1/17
862835,High School,150445,Carmel High School,3.38,5,3.7,1,3.56,3.8,6/1/16
862865,High School,341729,Hickory Ridge High School,3.43,3,,,3.81,3.89,6/1/16
862906,High School,151765,Warren Central High School,3.28,5,,1,3.52,3.6,6/4/16
863000,High School,153625,Wabash High School,3.75,4,,,3.67,3.73,6/1/18
863024,High School,150500,Chesterton High School,2.75,4,,,3.41,3.57,12/1/17
863582,High School,151107,R Nelson Snider High School,3.75,5,,,3.8,4.00,6/1/17
863790,High School,054181,San Juan Hills High School,3.55,5,3.15,1,3.65,3.92,6/9/16
865224,High School,143796,Saint Charles North Hs,2.5,4,2.5,1,2.96,4,5/29/16
865239,High School,151790,Jasper High School,2.07,5,,,2.71,3.45,5/27/16
865928,High School,153780,Kankakee Valley High School,,,,,,,6/1/17
865928,High School,UNKHSC,Unknown High School,,,,,,,
865992,High School,150915,Elkhart Central High School,,,,,,,
865992,High School,151684,Indiana Connections Academy,,,,,,3.69,6/1/16
866019,High School,153393,Wawasee High School,2.57,4.5,,,3.01,3.15,6/1/19
866574,High School,150500,Chesterton High School,3.28,3,,,3.46,3.60,6/1/18
866576,High School,150500,Chesterton High School,3.95,3,,,3.94,3.96,5/1/18
866581,High School,150500,Chesterton High School,3.73,3,,,3.61,3.70,5/1/18
866583,High School,150500,Chesterton High School,3.55,4,,,3.65,3.75,6/1/18
866612,High School,152852,Plainfield High School,4,6,,1,3.76,3.83,5/28/16
866629,High School,150075,Hamilton Heights High School,3.9,5,,1,3.86,4.0,6/6/16
866654,High School,443727,Seven Lakes High School,3.25,5,4,0.5,3.33,3.82,6/5/16
866675,High School,153112,Lake Central High School,3.9,4,,,3.88,4.00,5/26/16
866682,High School,150960,Francis J Reitz High School,2.83,5,4,1,3.31,3.48,5/20/16
866847,High School,153112,Lake Central High School,3.33,5,,,3.09,3.37,5/1/17
867005,High School,150500,Chesterton High School,3.15,4,,,3.44,4.00,6/1/17
867216,High School,151103,Homestead High School,2.84,6,,,3.17,3.46,6/1/17
867241,High School,153112,Lake Central High School,,,,,,4.00,6/1/17
867547,High School,150685,Crown Point High School,3.62,5,4,1,3.77,4.00,6/1/17
867774,High School,153112,Lake Central High School,,,,,,3.50,5/1/18
868161,High School,142040,Gibson City/Melvin-Sibley Hs,3.42,4.5,,,3.34,3.64,5/28/16
868319,High School,151647,Avon High School,3.27,5,3.15,1,3.32,3.54,5/27/16
868362,High School,151390,Center Grove High School,3.47,5,,1,3.45,3.71,6/5/16
868369,High School,102381,Oxbridge Academy-Palm Beaches,3.57,5,3,1,3.24,3.28,6/3/16
868372,High School,150445,Carmel High School,2.85,4,,1,3.2,3.28,5/1/16
868413,High School,151440,Bishop Noll Institute,2.83,5,,,3.2,3.80,6/1/17
868541,High School,151990,La Porte High School,3.5,5,4,1,3.71,3.79,5/1/17
868576,High School,151990,La Porte High School,4,6,,,4,4.00,6/1/17
868587,High School,151990,La Porte High School,3.57,4.5,,,3.47,3.63,6/1/17
868651,High School,151405,Griffith High School,4,4,,,3.86,4.00,6/1/17
868687,High School,151440,Bishop Noll Institute,3.5,4,,,3.41,4.00,6/1/17
868726,High School,151662,Covenant Christian High School,4,5,4,1,3.97,4.00,5/28/16
868930,High School,151510,Hebron High School,3.67,5,,,3.7,3.75,5/1/18
868932,High School,151510,Hebron High School,3.7,5,,,3.84,3.88,5/1/18
868932,High School,281505,Millard South High School,,,,,,,
868932,High School,UNKHSC,Unknown High School,,,,,,,
868969,High School,051300,Bentley School,3,5,2.85,1,3.17,3.30,6/12/16
869016,High School,151103,Homestead High School,3.9,5,4,1,3.9,4.0,6/4/16
869167,High School,151543,River Forest Junior-Senior Hs,4,4,,,3.8,4.00,6/1/17
869174,High School,152288,Michigan City High School,3,4,,,3.29,3.65,6/1/18
869240,High School,152288,Michigan City High School,4,5,4,1,4,4.00,6/1/17
869285,High School,153865,Tri-County Middle-senior Hs,3.73,5,,,3.68,3.81,5/1/17
869408,High School,151885,Kouts Junior Senior Hs,3.83,5,,,3.94,4.00,6/1/17
869477,High School,152489,Munster High School,3.79,4,,,3.78,4.00,5/1/17
869529,High School,151225,Andrean High School,,,,,,,
869529,High School,153565,Valparaiso High School,3.43,4,,,3.64,3.79,6/1/17
869543,High School,152489,Munster High School,,,,,,3.13,6/1/16
869631,High School,143325,Carl Sandburg High School,,,,,,,
869631,High School,153530,South Central Hs,,,,,,,6/1/17
869725,High School,152489,Munster High School,3.4,4,3,1,2.87,2.98,6/5/16
869743,High School,151662,Covenant Christian High School,3.95,5,4,1,3.91,3.97,5/28/16
869789,High School,151405,Griffith High School,4,5,,,3.94,3.94,6/1/18
870154,High School,153565,Valparaiso High School,3.17,3,,,3.54,3.62,6/1/18
870257,High School,150335,Brownsburg High School,2.95,6,,,3.21,3.71,6/4/16
870280,High School,150415,Lincoln High School,2.88,4,,,3.42,3.83,6/4/16
870429,High School,152785,Pendleton Heights High School,1.86,4,3.3,1,2.78,2.98,6/5/15
870467,High School,152369,Adams Central High School,4,4,,,3.94,3.96,6/1/18
870468,High School,152369,Adams Central High School,3.27,3,,,3.46,3.65,5/1/18
870511,High School,152950,Rensselaer Central High School,3.95,5,,,3.93,4.0,5/29/16
870518,High School,150120,South Dearborn High School,3.57,4,,1,3.48,3.58,6/4/16
870528,High School,151908,Faith Christian School,3.38,5,3.5,1,3.57,,5/1/16
870590,High School,153565,Valparaiso High School,3.16,4,,,3.31,3.50,6/1/18
870728,High School,440336,Hill Country Christian School,3.33,5,4,1,3.8,4.00,5/28/16
870879,High School,151660,Cathedral High School,2.55,4,,,2.84,3.36,5/22/16
870973,High School,440320,Stephen F Austin High School,3.06,4,3.35,1,3.07,3.55,6/2/16
871222,High School,152852,Plainfield High School,4,4.5,4,1,3.98,4.0,5/28/16
871590,High School,153565,Valparaiso High School,3.16,4,,,3.53,3.58,6/1/18
871605,High School,153565,Valparaiso High School,4,4,,,3.89,3.91,5/1/18
871609,High School,151936,McCutcheon High School,3.17,4.5,,,3.76,3.81,6/5/16
871759,High School,332992,French American School Of Ny,4,4,4,1.5,3.98,,6/12/16
871827,High School,151105,North Side High School,3.01,4,,,2.99,3.13,6/1/18
871877,High School,152615,Noblesville High School,3.45,5,3.15,1,3.69,4.00,6/1/16
871948,High School,153610,Lincoln High School,3.24,4,,,3.75,3.85,5/27/16
871974,High School,152560,New Palestine High School,3.64,4,2.85,1,3.68,3.79,5/26/16
872054,High School,150445,Carmel High School,3.8,4,,,3.6,3.88,6/2/16
872119,High School,152170,Madison Consolidated Hs,3.09,5,,,3.14,3.32,6/6/16
872183,High School,HOME,Home School,,,,,,,11/12/15
872183,High School,HS0602,Univ of Cambridge Intl Exams,,,,,,,
872183,High School,HS1609,British International School,4,5,4,4,3.81,,
872229,High School,151753,Lighthouse Prep-Indianapolis,3.78,4,,,3.87,4.00,6/11/16
872307,High School,150610,Columbus North High School,2.68,4.5,3.5,1,3.03,3.31,5/26/16
872672,High School,143345,Palatine High School,3.12,5,2.35,1,3.55,3.75,6/5/16
873135,High School,151350,Greenfield Central High School,3.32,5,,,2.7,3.11,5/21/16
873142,High School,151654,Bishop Chatard High School,3,4,,1,3.02,3.20,5/20/16
873446,High School,472415,Walsingham Academy,3.5,5,4,1,3.07,,5/29/15
873913,High School,151175,Franklin Community High School,2.8,5,,,3.24,3.54,5/29/15
873941,High School,152613,Blessed Theodore Guerin Hs,3.02,4,3.85,1,3.16,3.51,6/5/16
874242,High School,111277,Starr's Mill High School,3.35,4,,,3.53,3.81,5/20/16
874305,High School,152400,Twin Lakes High School,3.3,5,,,3.26,3.28,6/5/16
874587,High School,152785,Pendleton Heights High School,2.68,4,,,3.08,3.47,6/1/16
875113,High School,230768,Divine Child High School,3.18,4,4,1,3.2,3.49,6/1/16
875443,High School,152615,Noblesville High School,3.33,5,3.85,1,3.3,3.56,6/7/16
875646,High School,335435,Suffern High School,3.57,5,4,1,3.72,3.90,6/23/16
875866,High School,152455,Blue River Valley Jr-Sr Hs,4,5,,,3.9,3.9,5/28/16
875866,High School,UNKHSC,Unknown High School,,,,,,,
875973,High School,152505,New Albany High School,3.57,5,3.85,1,3.71,4.00,6/5/16
876022,High School,050006,Oak Park High School,3.83,4,,,3.53,3.63,5/26/16
876091,High School,151651,Roncalli High School,3.86,4.5,,,3.74,4.00,5/28/16
877033,High School,153745,West Lafayette Jr-Sr Hs,3.35,4,4,1,3.59,3.60,5/1/17
877064,High School,153745,West Lafayette Jr-Sr Hs,3.29,4,,,3.48,3.35,5/26/16
877755,High School,340295,South Point Senior High School,3.8,6,,1,3.63,4.00,6/10/16
877772,High School,153735,Westfield High School,3.45,5,,,3.57,3.77,6/3/16
877825,High School,153430,Terre Haute South Vigo Hs,3.79,4,3.5,1,3.57,3.5,6/5/16
877922,High School,233040,Notre Dame Preparatory,3.78,5,,,3.4,3.94,5/22/16
878088,High School,150865,Portage High School,2.85,5,3,1,3.35,4.00,6/1/17
878106,High School,365647,Thomas Worthington High School,3.75,5,,,3.75,4,5/29/16
878213,High School,151082,Bishop Dwenger High School,2.82,4,,1,2.98,3.12,5/28/16
878360,High School,141774,Westminster Christian School,3.35,5,2.85,2,3.4,3.60,5/20/16
878394,High School,151660,Cathedral High School,3.95,5,,1,3.98,4,5/22/16
878446,High School,152130,Randolph Southern Jr-Sr Hs,3.07,5,,,3.44,3.5,6/6/15
878614,High School,260645,Clayton High School,3.1,5,4,1,3.71,3.89,5/1/16
878831,High School,152615,Noblesville High School,3.9,5,3.7,1,3.91,4,6/6/16
878914,High School,141393,Marian Catholic High School,3.21,4,2.5,1,3.03,3.36,5/23/16
879362,High School,053229,California High School,2.8,5,,,3.19,3.50,6/10/16
879639,High School,143097,Mundelein High School,,,,,,,
879639,High School,143550,Adlai E Stevenson High School,3.62,4,3.2,1,3.22,3.53,6/2/16
879871,High School,152510,Pike High School,3.63,5,,,3.71,4.0,6/2/16
879885,High School,152520,New Prairie High School,3.33,5,,,3.72,3.82,6/10/16
880506,High School,152920,North Harrison High School,2.5,5,,,3.21,3.68,5/29/16
880575,High School,242738,East Ridge High School,2.97,6,,1,3.37,3.54,6/5/16
880579,High School,150445,Carmel High School,4,7,,,3.98,4.00,5/26/16
880780,High School,151825,South Newton High School,3.85,5,,,3.83,3.93,6/5/16
880783,High School,151712,Lawrence North High School,3.18,4,,,3.28,3.76,6/8/16
880809,High School,151645,Arsenal Technical High School,,,,,,2.55,6/1/16
880942,High School,222515,Saint Johns High School,3,4,,1,3.15,3.28,5/15/16
881254,High School,150610,Columbus North High School,3.95,5,4,0.5,3.98,4.00,5/28/16
881936,High School,153260,John Adams High School,3.23,4,,,3.46,3.5,6/6/16
882019,High School,070373,East Catholic High School,3.43,4,3,1,3.16,3.70,6/2/16
882063,High School,150215,Bloomington High School South,2.17,6,3.15,1,3.07,3.58,5/20/16
882253,High School,150970,Mater Dei High School,4,5,,1,4,3.99,5/15/16
882595,High School,441750,Hockaday School,3.9,5,3.3,1,3.6,3.56,5/28/16
882769,High School,153265,Saint Joseph High School,2.57,4,,,2.73,2.89,5/30/16
883072,High School,151765,Warren Central High School,2.58,5,2.35,1,3.26,3.52,5/26/16
883270,High School,153274,South Bend Career Academy,3.58,4,,,3.76,3.77,6/11/16
883344,High School,445862,George Ranch High School,3.24,5,3.7,1,3.3,4.00,5/28/16
883631,High School,143240,Fenwick High School,3.33,5,3.5,1,3.21,3.40,5/27/16
885012,High School,151700,International School Indiana,2.83,4,3.78,2,3.2,3.99,5/27/15
885117,High School,151717,North Central High School,3.43,4,4,1,3.35,3.43,5/5/16
885204,High School,140178,Marmion Academy,,,,,,,5/1/16
885300,High School,543440,Academia Del Perpetuo Socorro,3.67,5,,,3.76,4.00,5/25/16
885345,High School,070190,Fairfield College Preparatory,3.57,5,3.7,1,3.51,3.70,6/5/16
885583,High School,142530,Lake Zurich Senior High School,2.95,4,,,3.42,4.0,5/29/16
885790,High School,150610,Columbus North High School,3.85,4,,,3.55,3.56,5/28/16
885908,High School,151660,Cathedral High School,1.84,4,,,2.61,3.24,5/22/16
886447,High School,054769,Millennium Charter High School,3.75,5,4,1,3.65,3.96,6/3/16
886463,High School,050970,Mission San Jose High School,3.05,6,2.2,1,2.87,3.03,6/8/16
886668,High School,543440,Academia Del Perpetuo Socorro,3.88,6,,1,3.97,4.00,5/25/16
886835,High School,150977,North High School,3.63,5,,,3.58,3.55,5/21/16
886896,High School,143228,Harold L Richards High School,3.67,4,,,3.9,4.00,5/26/16
886938,High School,153805,George R Clark School,3.88,3.5,,0.5,3.46,3.74,
886938,High School,UNKHSC,Unknown High School,,,,,,,
887833,High School,262980,Lindbergh High School,2.95,6,,,3.16,4.0,5/31/16
888114,High School,242375,Shakopee Senior High School,3.75,6,3.5,1,3.8,4.00,6/11/16
888160,High School,151095,Concordia Lutheran High School,2.93,5,2.85,1,3.42,3.55,5/29/16
888164,High School,050410,Burlingame High School,3.87,6,,,3.87,4.0,5/31/16
888209,High School,151015,North Central High School,3.43,5,,,3.67,3.76,5/28/16
888304,High School,052319,Palm Desert High School,2.57,5,,,3.19,3.98,6/4/16
888350,High School,153745,West Lafayette Jr-Sr Hs,3.75,5,4,1,3.65,3.73,5/27/16
888563,High School,152474,Indiana Ac Sci/Math/Humanities,3.15,6,,,3.56,3.95,5/21/16
889507,High School,262970,Ladue Horton Watkins Hs,3.1,5,,,3.41,3.79,6/16/16
889592,High School,443752,Timber Creek High School,3.04,4,3.5,1,3.38,3.7,5/28/16
889651,High School,153745,West Lafayette Jr-Sr Hs,2.52,5,2.85,1,2.82,3.18,5/27/16
889746,High School,210234,C Milton Wright High School,3.67,6,4,1,3.72,3.77,5/27/16
889753,High School,151315,Goshen High School,3.47,5,3,2,3.15,,
889830,High School,151368,North Decatur Junior-Senior Hs,3.9,5,,,3.9,4.00,5/28/16
889889,High School,143330,Oswego High School,3.01,5,,,3.38,4.00,5/21/16
889967,High School,262980,Lindbergh High School,3.33,4,,,3.26,3.95,5/31/15
890916,High School,152347,Penn High School,2.43,6,3,1,3.33,,5/1/16
891316,High School,151732,Shortridge Magnet High School,3.06,7,,,3.33,3.79,6/12/16
891369,High School,143330,Oswego High School,3.91,5,,,3.86,4,5/21/16
891389,High School,152200,Marion High School,,,,,,3.26,5/1/16
891656,High School,HS3242,Bala Vidya Mandir Sr Sec Schl,3.9,4,4,1,3.84,,3/31/16
891694,High School,150695,Culver Academies,3.2,4,3.2,1,3.06,,5/29/16
891766,High School,501400,Nicolet High School,2.9,5,,,3.67,4.0,6/5/16
892062,High School,112278,Greater Atlanta Christian Sch,3.42,5,2.85,1,3.23,3.53,5/26/16
892271,High School,210250,Bethesda Chevy Chase Hs,2.33,5,2,1,2.73,3.60,6/1/16
892468,High School,480073,The Overlake School,3.67,6,,,3.44,3.60,6/12/16
892650,High School,210865,North Harford High School,3,4,,,3.54,3.66,6/1/16
892895,High School,153695,Washington Catholic Hs,3.3,5,,,3.2,3.54,5/20/16
893167,High School,153900,Zionsville Community Hs,3.58,5,,,3.1,3.56,6/5/16
893275,High School,030431,Corona Del Sol High School,3.83,4,4,0.5,3.75,3.80,5/19/16
893559,High School,310762,Lenape High School,3,7,,,3.33,3.56,6/16/16
893792,High School,151665,Crispus Attucks Med Magnet HS,3.13,5,2.8,1,2.91,3.21,7/9/16
894067,High School,030401,Horizon High School,3.83,5,,,3.57,4.00,5/26/16
894082,High School,151910,Jefferson High School,,,,,,,6/1/16
894211,High School,150445,Carmel High School,2.22,4,,,2.66,2.97,5/26/16
894563,High School,151084,Blackhawk Christian Hs,2.88,5,,1,3.24,3.46,6/1/16
894570,High School,UNKHS2,Unknown High School 2,,,,,,,
894570,High School,UNKHSC,Unknown High School,3.56,5,3.5,1,3.29,,
894668,High School,696220,Robert College,3.75,4,2.5,2,3.35,,
894720,High School,142590,Lemont Township High School,3,5.5,3.5,1,3.36,3.20,5/27/16
894866,High School,150610,Columbus North High School,2.68,5,2.7,0.5,2.91,2.98,5/28/16
895416,High School,343135,Northwood High School,2.67,6,2,1,2.77,3.31,6/11/16
896069,High School,393195,Pennridge High School,3.33,5,2,1,2.93,3.48,6/8/16
896849,High School,151590,Southridge High School,3.57,4,,,3.84,3.87,5/18/16
896992,High School,050527,Cerritos High School,2.67,6,2.8,1,2.82,3.05,6/14/16
897454,High School,221105,Silver Lake Regional Hs,3.2,5,3.3,1,3.54,4.0,5/31/16
898016,High School,150025,Alexandria Monroe High School,,,,,,,5/1/16
898020,High School,152705,Jac-Cen-del Senior High School,3.25,4,,,3.08,3.50,6/7/16
898640,High School,HOME,Home School,3.9,4,4,1,3.96,3.98,5/6/16
899208,High School,480450,Granite Falls High School,3.38,4,2.65,1,3.36,3.56,6/3/16
899402,High School,140536,Dundee-Crown High School,3.12,4,,,3.35,3.61,5/21/16
899617,High School,682224,Global Christian Sch Seoul,3.13,6,3.7,1,2.61,2.17,6/10/16
900271,High School,220955,Bromfield School,3.28,6,,1,3.09,3.17,6/10/16
900322,High School,866350,Jamaica College,2.75,4,2,1,2.6,,6/8/15
900322,High School,UNKHS1,Unknown High School 1,,,,,,,
900705,High School,300520,Portsmouth High School,3.97,6,3.65,1,3.82,3.93,6/10/16
904274,High School,682210,Branksome Hall Asia,3.3,4,,,3.19,,5/28/16
907447,High School,UNKHS2,Unknown High School 2,,,,,,,
907447,High School,UNKHSC,Unknown High School,3.57,4,3.3,4,3.45,,5/30/16
907664,High School,HS1476,Shanghai Jincai Exprmntl Sch,,,,,,,
907664,High School,UNKHSC,Unknown High School,3.75,5,4,2,3.33,,6/30/16
907996,High School,053463,Lynbrook High School,3.5,5,3,1,3.18,3.35,6/3/16
908291,High School,UNKHS2,Unknown High School 2,3.67,4,4,4,3.87,,
908291,High School,UNKHSC,Unknown High School,,,,,,,
910072,High School,070177,East Lyme High School,2.77,6,,1,3,3.20,6/8/16
911336,High School,150225,Bluffton High School,2.45,4,,,2.94,3.28,5/1/17
912493,High School,821102,Elgin Park Secondary School,,,,,,,
912493,High School,821805,Semiahmoo Secondary School,4,5,4,2,3.44,,6/15/16
915127,High School,010806,Saint Bernard Prepartory Sch,4,4,,,3.91,,5/22/16
915127,High School,410041,Anderson Christian School,,,,,,,
915819,High School,UNKHSC,Unknown High School,4,4,4,2,4,,6/3/15
915889,High School,UNKHSC,Unknown High School,4,4,4,4,3.58,,6/19/15
916458,High School,300440,New Hampton School,3.57,3,,,3.35,,5/27/16
916771,High School,153430,Terre Haute South Vigo Hs,3.85,4,4,1,3.65,3.70,6/2/16
916797,High School,050415,Mercy High School,3.5,6,3.2,1,3.26,3.71,6/4/16
917617,High School,362515,William Henry Harrison Hs,,,,,,4.0,5/29/15
917720,High School,152504,Christian Academy Of Indiana,4,5,,,3.99,4.00,5/29/16
918789,High School,300015,Proctor Academy,3.67,4,3.3,1,3.57,,5/28/16
921696,High School,150105,Attica Jr-Sr High School,,,,,,,5/1/18
921782,High School,UNKHS2,Unknown High School 2,4,6,3,4,3.59,,
921782,High School,UNKHSC,Unknown High School,,,,,,,6/29/16
926173,High School,671684,Chirec International School,3.59,4,3.66,4,3.72,,6/7/16
926504,High School,151083,Bishop Luers High School,,,,,,,5/1/17
927159,High School,140850,DePaul College Prep,,,,,,,5/1/16
927490,High School,671626,Pathways World School,2.97,4,3.3,0.5,3.19,,6/16/16
927490,High School,I74741,Delhi Public School,,,,,,,
927825,High School,UNKHS2,Unknown High School 2,,,,,,,
927825,High School,UNKHSC,Unknown High School,2.83,4,3.67,1.5,3.07,,6/10/15
928765,High School,697071,Our Own English HS-Dubai,4,4,4,4,3.96,,5/31/16
928936,High School,051625,Immaculate Heart High School,3.78,4,,,3.77,,6/30/16
929548,High School,UNKHS2,Unknown High School 2,,,,,,,
929548,High School,UNKHSC,Unknown High School,4,6,4,4,4,,6/4/14
931488,High School,344118,Heritage High School,3.67,5,,,3.79,4.00,6/11/16
932627,High School,153530,South Central Hs,,,,,,,6/1/16
933505,High School,362175,Saint Wendelin High School,3.74,5,3.7,1,3.86,4.00,6/5/16
933586,High School,UNKHS2,Unknown High School 2,,,,,,,
933586,High School,UNKHSC,Unknown High School,4,4,4,4,4,,5/4/15
933714,High School,311170,Pennington School,3.68,5,3.7,1,3.29,,6/4/16
934033,High School,UNKHS2,Unknown High School 2,3.7,4,3.7,2.5,3.68,,
934033,High School,UNKHSC,Unknown High School,,,,,,,1/21/16
936881,High School,HS1789,Guiyang No 3 Experimental HS,,,,,,,
936881,High School,HS3232,Guiyang No 2 Exp Middle School,,,,,,,
939332,High School,151585,Carroll High School,3.1,4,,,3.08,2.99,6/1/17
939406,High School,052940,Drew School,,,,,,,
939406,High School,159998,GED Out-of State,,,,,,,7/14/14
939783,High School,HS5761,Vidya Gram Intl School,,,,,,,3/20/14
940512,High School,151082,Bishop Dwenger High School,3.57,5,,1,3.74,4.00,5/1/17
940522,High School,151082,Bishop Dwenger High School,3.72,5,,,3.73,4.00,5/1/17
941012,,,,,,,,,,
941109,High School,151908,Faith Christian School,3.76,4,,,3.78,3.86,5/1/19
942609,High School,151095,Concordia Lutheran High School,3.85,5,,,3.92,3.97,5/1/17
942882,High School,151605,Huntington North High School,2.95,5,,,3.02,3.18,5/1/17
943647,High School,151082,Bishop Dwenger High School,3.62,5,,,3.78,4.00,5/1/17
943672,High School,262195,Missouri Military Academy,,,,,,2.70,5/23/15
943745,High School,153580,Fountain Central High School,3.12,4,,,3.59,3.63,5/1/18
943745,High School,153750,Seeger Memorial Junior-Senior,,,,,,,
943782,High School,151107,R Nelson Snider High School,3.35,4,,,3.28,3.71,6/1/17
943805,High School,153570,Washington Township Hs,4,4,,,3.8,3.82,6/1/18
944096,High School,151870,Knox High School,2.72,3,,,3.64,3.56,6/1/18
944105,High School,151870,Knox High School,3.76,4,,,3.66,3.70,6/1/18
944187,High School,151870,Knox High School,3.6,4.5,,,3.86,3.85,6/1/18
944244,High School,151936,McCutcheon High School,4,5,,,4,4.00,5/1/17
944657,High School,150051,Anderson Preparatory Academy,,,,,,3.96,5/1/18
944678,High School,153610,Lincoln High School,3.45,5,,,3.79,3.83,5/1/17
944729,High School,151225,Andrean High School,3.33,3,,,3.41,3.50,5/1/18
944793,High School,151910,Jefferson High School,4,3,,,3.82,3.86,5/1/18
944845,High School,151225,Andrean High School,,,,,,,
944845,High School,152474,Indiana Ac Sci/Math/Humanities,,,,,,,5/1/17
944930,High School,153690,Warsaw Community High School,3.81,5,,,3.83,3.86,6/1/18
944955,High School,153690,Warsaw Community High School,4,5,,,3.96,3.98,6/1/18
945001,High School,152520,New Prairie High School,3.28,4,,,3.47,3.49,5/1/18
945049,High School,153780,Kankakee Valley High School,2.92,4,,,3.1,3.27,6/1/18
