Key,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,PRIMARY_PROGRAM_IND,CAMPUS,CAMPUS_DESC,COLLEGE,COLLEGE_DESC,MAJOR,MAJOR_DESC,STUDENT_CLASSIFICATION_BOAP,STUDENT_CLASS_BOAP_DESC,STUDENT_STATUS,ENROLLED_IND,REGISTERED_IND
236025,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CSEC,Cybersecurity,01,Freshman: 0 - 14 hours,AS,Y,Y
236049,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,02,Freshman: 15 - 29 hours,AS,Y,Y
236421,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
236505,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
236520,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
236551,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
236729,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,TIET,Industrial Engineering Tech,01,Freshman: 0 - 14 hours,AS,Y,Y
236780,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
236794,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
236813,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
236844,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
236892,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
236925,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
237002,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
237036,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
237138,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
237250,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
237288,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
237292,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
237296,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
237315,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
237335,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
237400,202110,Fall 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,SLHU,"Speech, Language & Hearing Sci",01,Freshman: 0 - 14 hours,AS,Y,Y
237449,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
237546,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CSEC,Cybersecurity,01,Freshman: 0 - 14 hours,AS,Y,Y
237551,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,ROET,Robotics Engr Technology,01,Freshman: 0 - 14 hours,AS,Y,Y
237678,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
237680,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
237712,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
237776,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,02,Freshman: 15 - 29 hours,AS,Y,Y
237898,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,APMO,Airport Mgmt & Operations,06,Junior: 75 - 89 hours,AS,Y,Y
237963,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,03,Sophomore: 30 - 44 hours,AS,Y,Y
237976,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
238173,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
238293,202110,Fall 2020,Y,PWL,West Lafayette,M,School of Management,PMIM,Pre Mgmt/Indust Management,01,Freshman: 0 - 14 hours,AS,Y,Y
238315,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
238380,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
238390,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
238449,202110,Fall 2020,Y,PWL,West Lafayette,M,School of Management,PMIM,Pre Mgmt/Indust Management,01,Freshman: 0 - 14 hours,AS,Y,Y
238478,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
238627,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,ACSC,Actuarial Science,03,Sophomore: 30 - 44 hours,AS,Y,Y
238680,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
238740,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
238755,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,MACS,Mathematics-Computer Science,02,Freshman: 15 - 29 hours,AS,Y,Y
238794,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
238971,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
239038,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
239039,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
239041,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
239131,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CHEM,Chemistry,03,Sophomore: 30 - 44 hours,AS,Y,Y
239266,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
239291,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
239356,202110,Fall 2020,Y,PWL,West Lafayette,A,College of Agriculture,PABE,Pre Agr & Biol Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
239416,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,MATH,Mathematics,02,Freshman: 15 - 29 hours,AS,Y,Y
239547,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
239721,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
239740,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
239748,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
239797,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
239810,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
239891,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
239899,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,01,Freshman: 0 - 14 hours,AS,Y,Y
240067,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
240161,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
240165,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
240169,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
240192,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
240200,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
240303,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
240512,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
240626,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,02,Freshman: 15 - 29 hours,AS,Y,Y
240636,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
240721,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
240778,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
240847,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
240868,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,01,Freshman: 0 - 14 hours,AS,Y,Y
240927,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,01,Freshman: 0 - 14 hours,AS,Y,Y
241007,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,MATH,Mathematics,01,Freshman: 0 - 14 hours,AS,Y,Y
241018,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
241048,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CSEC,Cybersecurity,03,Sophomore: 30 - 44 hours,AS,Y,Y
241155,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
241234,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
241284,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
241403,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,02,Freshman: 15 - 29 hours,AS,Y,Y
241576,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
241608,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
241637,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,EETC,Electrical Engr Technology,01,Freshman: 0 - 14 hours,AS,Y,Y
241677,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
241741,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
241866,202110,Fall 2020,Y,PWL,West Lafayette,A,College of Agriculture,SUAS,Agronomy,04,Sophomore: 45 - 59 hours,AS,Y,Y
241915,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,05,Junior: 60 - 74 hours,AS,Y,Y
241968,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
242180,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
242256,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
242357,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
242402,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
242518,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
242535,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
242550,202110,Fall 2020,Y,PWL,West Lafayette,M,School of Management,INMG,Industrial Management,01,Freshman: 0 - 14 hours,AS,Y,Y
242613,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
242680,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
242753,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
242797,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
242847,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
242871,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
242915,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
242922,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CNIT,Computer & Information Tech,03,Sophomore: 30 - 44 hours,AS,Y,Y
242939,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
242976,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
243126,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
243141,202110,Fall 2020,Y,PWL,West Lafayette,M,School of Management,PSCI,Pre-Supply Chain Info/Analytic,01,Freshman: 0 - 14 hours,AS,Y,Y
243221,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
243259,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
243405,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,SUND,Science,01,Freshman: 0 - 14 hours,AS,Y,Y
243420,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
243421,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
243474,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
243541,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,01,Freshman: 0 - 14 hours,AS,Y,Y
243556,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
243608,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
243623,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
243722,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,02,Freshman: 15 - 29 hours,AS,Y,Y
243748,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
243768,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
243927,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
243958,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
244003,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
244198,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
244272,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,03,Sophomore: 30 - 44 hours,AS,Y,Y
244356,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
244419,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
244468,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
244520,202110,Fall 2020,Y,PWL,West Lafayette,LA,College of Liberal Arts,IDPP,Industrial Design Prof Program,01,Freshman: 0 - 14 hours,AS,Y,Y
244555,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,02,Freshman: 15 - 29 hours,AS,Y,Y
244576,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
244601,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
244704,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
244766,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,03,Sophomore: 30 - 44 hours,AS,Y,Y
244826,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
244835,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVMG,Aviation Management,02,Freshman: 15 - 29 hours,AS,Y,Y
244852,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,02,Freshman: 15 - 29 hours,AS,Y,Y
244879,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,02,Freshman: 15 - 29 hours,AS,Y,Y
244881,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
244960,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
245095,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,HLDS,Health and Disease,02,Freshman: 15 - 29 hours,AS,Y,Y
245275,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,05,Junior: 60 - 74 hours,AS,Y,Y
245337,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
245357,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
245391,202110,Fall 2020,Y,PWL,West Lafayette,M,School of Management,PGMG,Pre Mgmt/General Management,01,Freshman: 0 - 14 hours,AS,Y,Y
245453,202110,Fall 2020,Y,PWL,West Lafayette,A,College of Agriculture,FDSC,Food Science,01,Freshman: 0 - 14 hours,AS,Y,Y
245454,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
245525,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,05,Junior: 60 - 74 hours,AS,Y,Y
245573,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
245617,202110,Fall 2020,Y,PWL,West Lafayette,M,School of Management,PMIM,Pre Mgmt/Indust Management,02,Freshman: 15 - 29 hours,AS,Y,Y
245621,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
245665,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,03,Sophomore: 30 - 44 hours,AS,Y,Y
245732,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,SIED,Science Education,01,Freshman: 0 - 14 hours,AS,Y,Y
245762,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
245843,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
245857,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,03,Sophomore: 30 - 44 hours,AS,Y,Y
245865,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
245892,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
245902,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
245926,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
245959,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,MACS,Mathematics-Computer Science,04,Sophomore: 45 - 59 hours,AS,Y,Y
246085,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
246126,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
246134,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,05,Junior: 60 - 74 hours,AS,Y,Y
246373,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
246390,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,01,Freshman: 0 - 14 hours,AS,Y,Y
246490,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
246500,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,02,Freshman: 15 - 29 hours,AS,Y,Y
246684,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,02,Freshman: 15 - 29 hours,AS,Y,Y
246742,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
246835,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,DCI,Design & Construct Integration,02,Freshman: 15 - 29 hours,AS,Y,Y
246965,202110,Fall 2020,Y,PWL,West Lafayette,LA,College of Liberal Arts,LAUD,General Undecided,02,Freshman: 15 - 29 hours,AS,Y,Y
247119,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
247153,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,01,Freshman: 0 - 14 hours,AS,Y,Y
247154,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
247201,202110,Fall 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
247448,202110,Fall 2020,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,01,Freshman: 0 - 14 hours,AS,Y,Y
247499,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
