PUID_SIX,High_School,High_School_Name,High_School_Grad_Date,High_School_Graduation_Year,High_School_GPA,SUBJECT,SUBJECT_DESC,YEARS_TAKEN,GRADE,GPA
334906,151024,Excel Center Lafayette,"June 1, 2019",2019,3.91,MATH,Academic Math TOTAL,5,,3.88
334942,142635,Benet Academy,"May 1, 2021",2021,3.29,MATH,Academic Math TOTAL,5,,2.90
335014,152615,Noblesville High School,"December 1, 2020",2020,3.19,MATH,Academic Math TOTAL,3,,3.47
335029,140184,Waubonsie Valley High School,"June 1, 2021",2021,3.43,MATH,Academic Math TOTAL,3,,3.33
335074,230347,International Academy,"May 1, 2021",2021,3.76,MATH,Academic Math TOTAL,3,,3.67
335092,070920,Staples High School,"June 1, 2021",2021,3.71,MATH,Academic Math TOTAL,3,,3.38
335114,152460,Mount Vernon Senior Hs,"May 1, 2021",2021,3.93,MATH,Academic Math TOTAL,4,,3.96
335189,221115,Central Catholic High School,"May 1, 2021",2021,3.59,MATH,Academic Math TOTAL,3,,3.70
335255,232582,Herbert Henry Dow High School,"June 1, 2021",2021,3.94,MATH,Academic Math TOTAL,3,,4.00
335320,052058,Campolindo High School,"June 1, 2021",2021,3.66,MATH,Academic Math TOTAL,3,,3.34
335388,143062,Prospect High School,"May 1, 2021",2021,3.88,MATH,Academic Math TOTAL,3,,3.67
335432,151103,Homestead High School,"June 1, 2021",2021,3.79,MATH,Academic Math TOTAL,4,,3.96
335538,152655,Jennings County High School,"May 1, 2021",2021,3.96,MATH,Academic Math TOTAL,5,,3.97
335619,151910,Jefferson High School,"June 1, 2020",2020,3.74,MATH,Academic Math TOTAL,3,,3.00
335638,260640,Chaminade College Preparatory,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
335670,695220,International School Bangkok,"May 1, 2021",2021,3.37,,,,,
335754,360270,Aurora High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
335759,380083,Westview High School,"June 1, 2021",2021,3.42,MATH,Academic Math TOTAL,3,,3.20
335762,140205,Barrington Community High Schl,"June 1, 2021",2021,3.65,MATH,Academic Math TOTAL,3,,3.23
335777,481085,The Bush School,"June 1, 2021",2021,3.66,MATH,Academic Math TOTAL,3.5,,3.96
335814,372645,Bishop McGuinness High School,"May 1, 2021",2021,3.74,MATH,Academic Math TOTAL,4,,4.00
335819,260645,Clayton High School,"May 1, 2021",2021,3.73,MATH,Academic Math TOTAL,3,,3.67
335865,311120,Passaic County Technical Inst,"July 1, 2021",2021,3.48,MATH,Academic Math TOTAL,6,,2.81
335877,143240,Fenwick High School,"June 1, 2021",2021,3.22,MATH,Academic Math TOTAL,3,,3.33
335928,UNKHSC,Unknown High School,"May 1, 2021",2021,,,,,,
335936,053158,San Marino High School,"May 1, 2021",2021,3.64,MATH,Academic Math TOTAL,3,,3.12
335969,UNKHSC,Unknown High School,"May 1, 2021",2021,3.74,MATH,Academic Math TOTAL,6,,3.67
335984,262445,North Kansas City High School,"May 1, 2021",2021,3.91,MATH,Academic Math TOTAL,2,,4.00
336026,153112,Lake Central High School,"May 1, 2021",2021,3.39,MATH,Academic Math TOTAL,3,,2.71
336075,041335,Riverside High School,"June 1, 2021",2021,3.67,MATH,Academic Math TOTAL,5,,3.46
336162,153900,Zionsville Community Hs,"May 1, 2021",2021,3.49,MATH,Academic Math TOTAL,3,,3.62
336198,332040,Garden City High School,"June 1, 2021",2021,3.88,MATH,Academic Math TOTAL,6,,4.00
336220,181610,Saint Xavier High School,"May 1, 2021",2021,3.6,MATH,Academic Math TOTAL,3,,3.18
336265,311079,Parsippany Hills High School,"June 1, 2021",2021,3.78,MATH,Academic Math TOTAL,3,,3.80
336352,143796,Saint Charles North Hs,"May 1, 2021",2021,2.98,MATH,Academic Math TOTAL,3,,2.50
336371,151650,Ben Davis High School,"June 1, 2021",2021,3.87,MATH,Academic Math TOTAL,3,,3.78
336395,152915,Princeton Community High Sch,"May 1, 2021",2021,3.7,MATH,Academic Math TOTAL,3,,3.52
336434,233603,Troy High School,"May 1, 2021",2021,3.77,MATH,Academic Math TOTAL,2.5,,4.00
336504,481140,Roosevelt High School,"June 1, 2021",2021,3.61,MATH,Academic Math TOTAL,3,,3.62
336605,694374,Pu Tai Senior High School,"June 1, 2021",2021,3.55,MATH,Academic Math TOTAL,3,,3.83
336656,150445,Carmel High School,"May 1, 2021",2021,3.88,MATH,Academic Math TOTAL,5,,3.71
336667,010220,Auburn High School,"May 1, 2021",2021,3.84,MATH,Academic Math TOTAL,1.75,,3.77
336732,311265,Princeton Day School,"June 1, 2021",2021,3.66,MATH,Academic Math TOTAL,4,,3.66
336738,480073,The Overlake School,"June 1, 2021",2021,3.34,MATH,Academic Math TOTAL,2.5,,3.26
336760,051231,Leadership Public Sch Hayward,"June 1, 2021",2021,3.38,MATH,Academic Math TOTAL,4,,3.96
336940,696160,Istanbul International Cmty Sc,"June 1, 2021",2021,3.75,,,,,
337106,150335,Brownsburg High School,"May 1, 2021",2021,3.57,MATH,Academic Math TOTAL,5,,3.40
337242,391045,Central Bucks High School West,"June 1, 2021",2021,3.83,MATH,Academic Math TOTAL,4,,3.65
337307,101422,American Heritage School,"May 1, 2021",2021,3.79,MATH,Academic Math TOTAL,4.5,,3.74
337418,150500,Chesterton High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
337437,150220,Bloomington High School North,"June 1, 2021",2021,3.99,MATH,Academic Math TOTAL,3,,4.00
337466,050270,Carlmont High School,"June 1, 2021",2021,3.77,MATH,Academic Math TOTAL,3,,3.94
337487,053234,Foothill High School,"May 1, 2021",2021,3.57,MATH,Academic Math TOTAL,5,,3.42
337570,150462,Hanover Central High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
337619,152425,Mooresville High School,"May 1, 2021",2021,3.99,MATH,Academic Math TOTAL,4,,4.00
337661,070190,Fairfield College Preparatory,"June 1, 2021",2021,3.4,MATH,Academic Math TOTAL,3,,3.33
337709,220033,Arlington High School,"June 1, 2021",2021,3.96,MATH,Academic Math TOTAL,3,,3.90
337710,141383,Whitney M Young Magnet Hs,"June 1, 2021",2021,3.79,MATH,Academic Math TOTAL,5,,3.40
337752,151316,Fairfield Jr-Sr High School,"June 1, 2021",2021,3.96,MATH,Academic Math TOTAL,5,,3.80
337797,232340,Linden High School,"June 1, 2021",2021,3.4,MATH,Academic Math TOTAL,4,,3.10
337837,153112,Lake Central High School,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,6,,3.90
337932,050006,Oak Park High School,"May 1, 2021",2021,3.78,MATH,Academic Math TOTAL,3,,3.68
337952,233555,Tecumseh High School,"June 1, 2021",2021,3.72,MATH,Academic Math TOTAL,4.5,,3.88
337979,153900,Zionsville Community Hs,"June 1, 2021",2021,3.61,MATH,Academic Math TOTAL,3,,3.17
337980,310795,Millburn High School,"June 1, 2021",2021,3.45,MATH,Academic Math TOTAL,4,,3.32
337981,050974,American High School,"June 1, 2021",2021,3.99,MATH,Academic Math TOTAL,5,,3.97
338064,430168,Ravenwood High School,"August 1, 2021",2021,3.14,MATH,Academic Math TOTAL,4,,2.89
338067,380845,Catlin Gabel School,"June 1, 2021",2021,3.68,MATH,Academic Math TOTAL,3,,3.90
338095,150335,Brownsburg High School,"June 1, 2021",2021,3.63,MATH,Academic Math TOTAL,3,,3.45
338097,144214,Vernon Hills High School,"May 1, 2021",2021,3.66,MATH,Academic Math TOTAL,3,,3.83
338107,151545,Hobart High School,"May 1, 2021",2021,3.58,MATH,Academic Math TOTAL,3,,3.67
338127,143550,Adlai E Stevenson High School,"May 1, 2021",2021,3.41,MATH,Academic Math TOTAL,3,,3.00
338145,363275,William Mason High School,"May 1, 2021",2021,3.59,MATH,Academic Math TOTAL,5,,3.64
338218,261685,Rockhurst High School,"May 1, 2021",2021,3.96,MATH,Academic Math TOTAL,3,,4.00
338329,052495,Amador Valley High School,"May 1, 2021",2021,3.83,MATH,Academic Math TOTAL,5,,3.61
338353,333905,Regis High School,"June 1, 2021",2021,3.88,MATH,Academic Math TOTAL,3,,4.00
338435,070177,East Lyme High School,"June 1, 2021",2021,3.38,MATH,Academic Math TOTAL,5,,3.10
338476,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
338489,140534,Glenbard North High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,5,,4.00
338508,050968,Irvington High School,"June 1, 2021",2021,3.64,MATH,Academic Math TOTAL,4,,3.54
338594,925440,Colegio Nueva Granada,"June 1, 2021",2021,3.91,MATH,Academic Math TOTAL,3,,3.75
338726,152078,Heritage Hills High School,"May 1, 2021",2021,3.71,MATH,Academic Math TOTAL,4,,3.59
338740,152615,Noblesville High School,"June 1, 2021",2021,3.83,MATH,Academic Math TOTAL,2,,3.35
338765,143108,Neuqua Valley High School,"May 1, 2021",2021,3.69,MATH,Academic Math TOTAL,3,,3.50
338871,150445,Carmel High School,"May 1, 2021",2021,3.95,MATH,Academic Math TOTAL,3,,3.68
338917,392745,South Fayette High School,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,3,,3.53
338957,233696,Dwight D Eisenhower Hs,"June 1, 2021",2021,3.97,MATH,Academic Math TOTAL,6,,4.00
339048,310100,Gill Saint Bernards School,"June 1, 2021",2021,3.63,MATH,Academic Math TOTAL,3,,3.33
339181,821258,Sutherland Secondary School,"June 1, 2021",2021,3.16,MATH,Academic Math TOTAL,3.25,,3.10
339317,054245,University Preparatory Academy,"June 1, 2021",2021,3.65,MATH,Academic Math TOTAL,4,,3.26
339393,152025,Lebanon High School,"May 1, 2020",2020,3.08,MATH,Academic Math TOTAL,3,,2.45
339407,152065,Union County High School,"June 1, 2021",2021,3.87,MATH,Academic Math TOTAL,4,,3.80
339523,210914,Rockville High School,"June 1, 2021",2021,3.84,MATH,Academic Math TOTAL,5,,4.00
339562,150335,Brownsburg High School,"May 1, 2021",2021,3.62,MATH,Academic Math TOTAL,4.25,,3.41
339600,144475,Marian Central Catholic Hs,"May 1, 2021",2021,3.95,MATH,Academic Math TOTAL,3,,4.00
339672,694246,National Experimental Hs,"June 1, 2021",2021,3.64,MATH,Academic Math TOTAL,3,,3.45
339687,100289,Coral Gables Senior Hs,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,7,,4.00
339728,151103,Homestead High School,"June 1, 2021",2021,3.81,MATH,Academic Math TOTAL,4,,3.84
339800,143062,Prospect High School,"May 1, 2021",2021,3.93,MATH,Academic Math TOTAL,3,,3.67
339872,152615,Noblesville High School,"June 1, 2021",2021,3.79,MATH,Academic Math TOTAL,3,,4.00
339918,310380,Hunterdon Central Regional Hs,"June 1, 2021",2021,3.67,MATH,Academic Math TOTAL,3,,3.57
340025,150448,University High School Indiana,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,5,,3.97
340035,151654,Bishop Chatard High School,"May 1, 2021",2021,3.57,MATH,Academic Math TOTAL,3,,3.72
340064,362438,Central Crossing High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,5,,4.00
340067,141230,Saint Patrick High School,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,3,,4.00
340146,143345,Palatine High School,"May 1, 2021",2021,3.7,MATH,Academic Math TOTAL,3,,3.47
340159,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
340162,142300,Hinsdale Central High School,"May 1, 2021",2021,3.84,MATH,Academic Math TOTAL,3,,3.40
340220,331453,Commack High School,"June 1, 2021",2021,3.88,MATH,Academic Math TOTAL,4,,3.68
340240,222285,Wellesley High School,"May 1, 2021",2021,3.99,MATH,Academic Math TOTAL,3,,4.00
340253,151795,Jeffersonville High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4.5,,4.00
340262,311232,West Windsor-Plainsboro Hs N,"June 1, 2021",2021,3.81,MATH,Academic Math TOTAL,4,,3.69
340303,151669,Herron High School,"May 1, 2021",2021,3.55,MATH,Academic Math TOTAL,4,,3.51
340372,210510,Howard High School,"May 1, 2021",2021,3.52,MATH,Academic Math TOTAL,5,,2.80
340419,153175,Seymour High School,"June 1, 2021",2021,3.79,MATH,Academic Math TOTAL,4,,3.64
340431,153795,Whiteland Community Hs,"May 1, 2021",2021,3.63,MATH,Academic Math TOTAL,5,,3.04
340479,120076,Moanalua High School,"May 1, 2021",2021,3.64,MATH,Academic Math TOTAL,3.75,,3.53
340536,671055,The Int'l School of Bangalore,"July 1, 2021",2021,3.44,MATH,Academic Math TOTAL,3,,3.33
340635,362438,Central Crossing High School,"June 1, 2021",2021,3.96,MATH,Academic Math TOTAL,3,,4.00
340689,336074,Yonkers Middle-High School,"June 1, 2021",2021,3.35,MATH,Academic Math TOTAL,2.5,,2.90
340700,140097,John Hersey High School,"May 1, 2021",2021,3.93,MATH,Academic Math TOTAL,3,,3.83
340719,393244,Archbishop Ryan High School,"June 1, 2021",2021,3.4,MATH,Academic Math TOTAL,3,,3.37
340740,151390,Center Grove High School,"May 1, 2021",2021,3.53,MATH,Academic Math TOTAL,4,,3.30
340747,141630,Community Hs Dist 99 North Hs,"May 1, 2021",2021,3.62,MATH,Academic Math TOTAL,4,,3.33
340756,151416,East Central High School,"June 1, 2021",2021,3.78,MATH,Academic Math TOTAL,5,,3.71
340779,151650,Ben Davis High School,"June 1, 2021",2021,3.2,MATH,Academic Math TOTAL,5,,2.71
340837,153155,Scottsburg High School,"July 1, 2021",2021,3.99,MATH,Academic Math TOTAL,4,,4.00
340868,501285,Menomonee Falls High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,3,,4.00
340911,152347,Penn High School,"June 1, 2021",2021,3.28,MATH,Academic Math TOTAL,3,,3.28
340992,144403,Loyola Academy,"May 1, 2021",2021,3.06,MATH,Academic Math TOTAL,4,,2.72
340994,142525,Lake Forest Academy,"May 1, 2021",2021,3.91,MATH,Academic Math TOTAL,3,,4.00
341026,090085,Gonzaga College High School,"June 1, 2021",2021,3.69,MATH,Academic Math TOTAL,3,,3.35
341043,343202,Grace Christian School,"May 1, 2021",2021,3.58,MATH,Academic Math TOTAL,7,,3.51
341050,151045,Hamilton Southeastern Hs,"May 1, 2021",2021,3.59,MATH,Academic Math TOTAL,4,,3.30
341087,685184,Saint Joseph School,"June 1, 2021",2021,3.4,MATH,Academic Math TOTAL,3,,3.77
341135,671684,Chirec International School,"April 1, 2021",2021,,,,,,
341201,343249,Wake Early College Health/Sci,"May 1, 2021",2021,3.75,MATH,Academic Math TOTAL,5,,3.80
341373,030660,Basis Scottsdale,"May 1, 2021",2021,3.86,MATH,Academic Math TOTAL,4.5,,4.00
341488,310743,Southern Regional High School,"June 1, 2021",2021,3.99,MATH,Academic Math TOTAL,4,,4.00
341521,052497,Foothill High School,"May 1, 2021",2021,3.49,MATH,Academic Math TOTAL,4,,2.74
341574,051984,University High School,"June 1, 2021",2021,3.84,MATH,Academic Math TOTAL,3,,3.68
341629,391512,Pine-Richland High School,"June 1, 2021",2021,3.79,MATH,Academic Math TOTAL,3,,3.00
341661,143796,Saint Charles North Hs,"May 1, 2021",2021,3.83,MATH,Academic Math TOTAL,2,,4.00
341711,151875,Kokomo High School,"June 1, 2021",2021,3.95,MATH,Academic Math TOTAL,4,,4.00
341731,443405,Mirabeau B Lamar Sr High Sch,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,5,,3.71
341753,261685,Rockhurst High School,"May 1, 2021",2021,3.77,MATH,Academic Math TOTAL,3,,3.50
341791,051218,Edison High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,3,,4.00
341796,687229,United World College-Dover,"May 1, 2021",2021,3.66,MATH,Academic Math TOTAL,2,,4.00
341824,153095,Western High School,"May 1, 2021",2021,3.78,MATH,Academic Math TOTAL,4,,3.80
341840,501822,Lakeview Technology Academy,"May 1, 2021",2021,3.93,MATH,Academic Math TOTAL,2,,3.88
341931,UNKHSC,Unknown High School,"March 1, 2021",2021,3.47,MATH,Academic Math TOTAL,3,,3.43
341941,142635,Benet Academy,"May 1, 2021",2021,2.83,MATH,Academic Math TOTAL,2,,2.92
342083,143345,Palatine High School,"May 1, 2021",2021,3.87,MATH,Academic Math TOTAL,3,,3.67
342094,181435,Lexington Catholic High School,"May 1, 2021",2021,3.29,MATH,Academic Math TOTAL,3,,3.73
342108,050727,Monte Vista High School,"June 1, 2021",2021,3.88,MATH,Academic Math TOTAL,3,,3.86
342189,UNKHSC,Unknown High School,"May 1, 2021",2021,,,,,,
342216,050590,Claremont High School,"June 1, 2021",2021,3.54,MATH,Academic Math TOTAL,5,,3.40
342226,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
342296,151650,Ben Davis High School,"May 1, 2021",2021,3.67,MATH,Academic Math TOTAL,4,,3.55
342322,361020,Indian Hill High School,"May 1, 2021",2021,3.74,MATH,Academic Math TOTAL,5,,3.52
342385,011440,Indian Springs School,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,5,,3.74
342404,472279,Oakton High School,"June 1, 2021",2021,3.92,MATH,Academic Math TOTAL,4,,3.72
342466,151654,Bishop Chatard High School,"May 1, 2021",2021,3.98,MATH,Academic Math TOTAL,3,,4.00
342468,UNKHSC,Unknown High School,"June 1, 2021",2021,3.64,MATH,Academic Math TOTAL,4.5,,3.20
342494,050270,Carlmont High School,"June 1, 2021",2021,3.56,MATH,Academic Math TOTAL,4,,3.61
342501,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
342508,152474,Indiana Ac Sci/Math/Humanities,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,3.75
342575,152474,Indiana Ac Sci/Math/Humanities,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
342605,UNKHSC,Unknown High School,"May 1, 2021",2021,,,,,,
342683,470054,Thomas Jefferson Hs Sci/Tec,"June 1, 2021",2021,3.43,MATH,Academic Math TOTAL,5,,3.06
342746,671865,Lilavatibai Podar High School,"May 1, 2021",2021,3.86,MATH,Academic Math TOTAL,3,,4.00
342773,472273,Landstown High School,"June 1, 2021",2021,3.41,MATH,Academic Math TOTAL,5,,3.00
342925,240268,Thomas Jefferson Senior Hs,"June 1, 2021",2021,3.95,MATH,Academic Math TOTAL,7,,3.98
342940,152852,Plainfield High School,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,3,,4.00
342950,221788,Rising Ride Charter Public Sch,"June 1, 2021",2021,3.58,MATH,Academic Math TOTAL,3,,3.53
343040,310073,Hillsborough High School,"June 1, 2021",2021,3.6,MATH,Academic Math TOTAL,4,,3.42
343060,052124,Sage Hill School,"May 1, 2021",2021,3.6,MATH,Academic Math TOTAL,4,,3.41
343074,330630,Brooklyn Technical High School,"June 1, 2021",2021,3.93,MATH,Academic Math TOTAL,4,,3.96
343123,141170,Saint Ignatius College Prep,"May 1, 2021",2021,3.39,MATH,Academic Math TOTAL,4,,3.35
343164,153890,Yorktown High School,"June 1, 2021",2021,3.74,MATH,Academic Math TOTAL,4,,3.50
343212,060929,Heritage High School,"May 1, 2021",2021,3.51,MATH,Academic Math TOTAL,3,,3.00
343214,152347,Penn High School,"June 1, 2020",2020,3.88,MATH,Academic Math TOTAL,3,,3.85
343261,150215,Bloomington High School South,"May 1, 2021",2021,3.6,MATH,Academic Math TOTAL,3.5,,3.40
343361,143105,Naperville Central High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,3,,3.13
343367,310450,Bergen County Technical Hs,"June 1, 2021",2021,3.76,MATH,Academic Math TOTAL,4,,3.32
343405,112625,Roswell High School,"May 1, 2021",2021,3.95,MATH,Academic Math TOTAL,3,,4.00
343408,050320,Beverly Hills High School,"June 1, 2021",2021,3.95,MATH,Academic Math TOTAL,4,,4.00
343511,525155,Harvest Christian Academy,"May 1, 2021",2021,3.87,MATH,Academic Math TOTAL,5,,3.68
343519,471230,Loudoun County High School,"June 1, 2021",2021,3.98,MATH,Academic Math TOTAL,5,,4.00
343583,143106,Naperville North High School,"May 1, 2021",2021,3.76,MATH,Academic Math TOTAL,4,,3.56
343608,052843,Francis W Parker School,"June 1, 2021",2021,3.67,MATH,Academic Math TOTAL,6,,3.73
343673,501885,Sauk Prairie High School,"May 1, 2021",2021,3.83,MATH,Academic Math TOTAL,4,,3.92
343682,501505,Whitefish Bay High School,"June 1, 2020",2020,3.64,MATH,Academic Math TOTAL,4,,3.63
343700,380080,Valley Catholic High School,"June 1, 2021",2021,3.98,MATH,Academic Math TOTAL,3,,3.90
343847,480111,Bonney Lake High School,"June 1, 2021",2021,3.88,MATH,Academic Math TOTAL,2.5,,3.46
343885,100343,College Academy At Bcc,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,7,,4.00
343887,220123,Belmont High School,"June 1, 2021",2021,3.47,MATH,Academic Math TOTAL,3,,3.33
343986,053340,Santa Ynez Valley Union Hs,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,3,,4.00
344014,153295,Speedway High School,"May 1, 2021",2021,3.71,MATH,Academic Math TOTAL,6,,3.71
344024,181525,Dupont Manual High School,"May 1, 2021",2021,3.7,MATH,Academic Math TOTAL,4,,3.75
344032,470353,Lake Braddock Secondary School,"June 1, 2021",2021,3.65,MATH,Academic Math TOTAL,3,,3.90
344107,210494,South River High School,"June 1, 2021",2021,3.92,MATH,Academic Math TOTAL,5.5,,3.82
344113,151103,Homestead High School,"June 1, 2021",2021,3.98,MATH,Academic Math TOTAL,5,,3.17
344153,696180,Uskudar American Academy,"June 1, 2021",2021,3.85,MATH,Academic Math TOTAL,2.5,,3.20
344189,365046,Liberty High School,"May 1, 2021",2021,3.89,MATH,Academic Math TOTAL,4.5,,3.83
344210,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
344326,143343,James B Conant High School,"May 1, 2021",2021,3.58,MATH,Academic Math TOTAL,3,,3.78
344351,051120,Half Moon Bay High School,"June 1, 2021",2021,3.82,MATH,Academic Math TOTAL,3,,3.90
344458,470064,Riverside High School,"June 1, 2021",2021,3.54,MATH,Academic Math TOTAL,3,,3.57
344494,143108,Neuqua Valley High School,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,3,,3.83
344509,361067,Princeton High School,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,3,,4.00
344530,051960,Menlo School,"June 1, 2021",2021,3.17,MATH,Academic Math TOTAL,3,,3.20
344534,233395,Saline High School,"June 1, 2021",2021,3.7,MATH,Academic Math TOTAL,3.5,,3.28
344603,343219,Wake NC State Stem Early Colg,"May 1, 2021",2021,3.7,MATH,Academic Math TOTAL,7,,3.57
344671,440326,Westwood High School,"May 1, 2021",2021,3.86,MATH,Academic Math TOTAL,2.5,,3.60
344699,080195,Salesianum School,"June 1, 2020",2020,3.81,MATH,Academic Math TOTAL,4,,3.84
344793,443752,Timber Creek High School,"May 1, 2021",2021,3.88,MATH,Academic Math TOTAL,4,,3.92
344800,221891,Seekonk High School,"June 1, 2021",2021,3.71,MATH,Academic Math TOTAL,3,,3.67
344865,152885,Plymouth High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
344977,151180,Frankton High School,"May 1, 2021",2021,3.65,MATH,Academic Math TOTAL,4,,3.68
344989,152175,Shawe Memorial Jr/Sr Hs,"May 1, 2021",2021,3.99,MATH,Academic Math TOTAL,4,,3.96
345019,330041,Albany High School,"June 1, 2021",2021,3.93,MATH,Academic Math TOTAL,4,,4.00
345020,152560,New Palestine High School,"May 1, 2021",2021,3.61,MATH,Academic Math TOTAL,5,,3.57
345150,365647,Thomas Worthington High School,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,5,,3.90
345201,191782,Metairie Park Country Day Sch,"May 1, 2021",2021,3.69,MATH,Academic Math TOTAL,3,,3.80
345271,361995,Dublin Coffman High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,3.96
345322,,,,,,,,,,
345323,052075,Mountain View High School,"June 1, 2021",2021,3.84,MATH,Academic Math TOTAL,3,,3.82
345328,311415,Roxbury High School,"June 1, 2021",2021,3.84,MATH,Academic Math TOTAL,3,,3.33
345357,671557,National Public School-HSR Lay,"April 1, 2021",2021,4,MATH,Academic Math TOTAL,2,,4.00
345383,150555,Cascade High School,"May 1, 2021",2021,3.51,MATH,Academic Math TOTAL,3,,3.28
345413,311487,Lawrence High School,"June 1, 2021",2021,3.63,MATH,Academic Math TOTAL,5,,3.20
345510,310790,Saint Josephs High School,"May 1, 2021",2021,3.95,MATH,Academic Math TOTAL,3,,4.00
345513,150630,Connersville Senior Hs,"June 1, 2021",2021,3.73,MATH,Academic Math TOTAL,3.5,,3.81
345556,144383,Saint Francis High School,"May 1, 2021",2021,3.97,MATH,Academic Math TOTAL,3,,4.00
345575,140593,Centennial High School,"May 1, 2021",2021,3.93,MATH,Academic Math TOTAL,3,,3.68
345602,311300,Red Bank Regional High School,"June 1, 2021",2021,3.98,MATH,Academic Math TOTAL,3,,3.92
345705,143108,Neuqua Valley High School,"June 1, 2021",2021,3.92,MATH,Academic Math TOTAL,4,,3.75
345722,152950,Rensselaer Central High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,5,,4.00
345877,143215,Glenbrook North High School,"June 1, 2021",2021,3.8,MATH,Academic Math TOTAL,3,,3.83
345881,311039,Ocean Township High School,"June 1, 2021",2021,3.75,MATH,Academic Math TOTAL,4,,3.58
345908,152460,Mount Vernon Senior Hs,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,5,,3.88
346018,230355,Cranbrook Kingswood School,"June 1, 2021",2021,3.95,MATH,Academic Math TOTAL,5,,3.86
346049,231225,University Detroit Jesuit Hs,"May 1, 2021",2021,3.36,MATH,Academic Math TOTAL,3,,3.40
346056,151175,Franklin Community High School,"May 1, 2021",2021,3.92,MATH,Academic Math TOTAL,5,,3.80
346063,222363,Catholic Memorial High School,"May 1, 2021",2021,3.66,MATH,Academic Math TOTAL,5,,3.06
346283,221010,Wachusett Regional High School,"May 1, 2021",2021,3.77,MATH,Academic Math TOTAL,2.75,,3.69
346293,143975,Springfield High School,"June 1, 2021",2021,3.7,MATH,Academic Math TOTAL,3,,3.85
346325,392170,Greater Latrobe Senior Hs,"June 1, 2021",2021,3.9,MATH,Academic Math TOTAL,3,,3.73
346334,153625,Wabash High School,"May 1, 2021",2021,3.64,MATH,Academic Math TOTAL,4,,3.45
346349,240810,Shattuck-Saint Marys School,"June 1, 2021",2021,3.87,MATH,Academic Math TOTAL,4,,3.84
346455,HS6053,Sri Kumaran Child Home Jr Coll,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,3,,4.00
346465,441740,Highland Park High School,"May 1, 2021",2021,3.79,MATH,Academic Math TOTAL,4,,3.72
346545,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
346585,111986,Walker School,"May 1, 2021",2021,3.27,MATH,Academic Math TOTAL,4,,3.12
346635,240423,Chaska High School,"June 1, 2021",2021,2.85,MATH,Academic Math TOTAL,2.5,,1.65
346654,151315,Goshen High School,"May 1, 2021",2021,3.45,MATH,Academic Math TOTAL,4,,3.15
346690,141645,Dunlap High School,"May 1, 2021",2021,3.63,MATH,Academic Math TOTAL,4,,3.09
346764,143347,William Fremd High School,"May 1, 2021",2021,3.83,MATH,Academic Math TOTAL,3.5,,3.86
346855,153095,Western High School,"June 1, 2021",2021,3.51,MATH,Academic Math TOTAL,3,,3.33
347011,360385,Bellbrook High School,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,6,,3.78
347035,311487,Lawrence High School,"June 1, 2021",2021,3.75,MATH,Academic Math TOTAL,3,,3.33
347037,051218,Edison High School,"June 1, 2021",2021,3.76,MATH,Academic Math TOTAL,3,,3.62
347135,150445,Carmel High School,"May 1, 2021",2021,3.23,MATH,Academic Math TOTAL,4,,3.29
347178,111148,Northview High School,"May 1, 2021",2021,3.15,MATH,Academic Math TOTAL,3,,3.28
