PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,PRIMARY_PROGRAM_IND,STUDENT_LEVEL,STUDENT_LEVEL_DESC,STUDENT_CLASSIFICATION_BOAP,STUDENT_CLASS_BOAP_DESC,CAMPUS,CAMPUS_DESC,COLLEGE,COLLEGE_DESC,PROGRAM,PROGRAM_DESC,DEGREE,DEGREE_DESC,MAJOR,MAJOR_DESC
341731,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
341753,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
341791,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
341796,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
341824,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
341840,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
341931,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
341941,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
342083,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
342094,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
342108,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,CS,Computer Science
342189,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMFET-BS,Mfg Engineering Technology-BS,BS,Bachelor of Science,MHET,Mechatronics Engr Tech
342216,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
342226,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
342296,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,APPH,Applied Physics
342322,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
342385,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
342404,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIECET-BS,Electrical Engr Tech-BS,BS,Bachelor of Science,CEGT,Computer Engineering Tech
342466,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,M,School of Management,MGMT-BS,Management-BS,BS,Bachelor of Science,GMGT,General Management
342468,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
342494,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
342501,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
342508,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
342575,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,APPH,Applied Physics
342605,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,MACS,Mathematics-Computer Science
342683,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
342746,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
342773,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
342925,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
342940,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,CS,Computer Science
342950,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343040,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343060,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343074,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343123,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343164,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
343212,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
343214,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343261,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
343361,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343367,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343405,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343408,202210,Fall 2021,N,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
343408,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,GASD,Game Development and Design
343511,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343519,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343583,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343608,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343673,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343682,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343700,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343847,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,ACSC,Actuarial Science
343885,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343887,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
343986,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,EAPS-BS,"Erth, Atmos Planetary Sci-BS",BS,Bachelor of Science,ATSC,Atmospheric Science
344014,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIECET-BS,Electrical Engr Tech-BS,BS,Bachelor of Science,ENET,Energy Engineering Technology
344024,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344032,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
344107,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344113,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,CHEM-BS,Chemistry-BS,BS,Bachelor of Science,CHEM,Chemistry
344153,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344189,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344210,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,APMA,Applied Mathematics
344326,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344351,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344458,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344494,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344509,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344530,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
344534,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344603,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344671,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,M,School of Management,ECON-BS,Economics-BS,BS,Bachelor of Science,ECON,Economics
344699,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,M,School of Management,IBE-BS,Integrated Business Engr-BS,BS,Bachelor of Science,IBE,Integrated Business & Engr
344793,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344800,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
344865,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
344977,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
344989,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345019,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345020,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
345150,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345201,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,MACS,Mathematics-Computer Science
345271,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
345322,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,MATH,Mathematics
345323,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345328,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345357,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345383,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,A,College of Agriculture,FOODSCI-BS,Food Sciences-BS,BS,Bachelor of Science,FDSC,Food Science
345413,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345510,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345513,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
345556,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345575,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345602,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345705,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345722,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
345877,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345881,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
345908,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,ACSC,Actuarial Science
346018,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
346049,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
346056,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
346063,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,A,College of Agriculture,FOODSCI-BS,Food Sciences-BS,BS,Bachelor of Science,FDSC,Food Science
346283,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
346293,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
346325,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
346334,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,BIOLOGY-BS,Biology-BS,BS,Bachelor of Science,MICR,Microbiology
346349,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
346455,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICIT-BS,Comp Info Tech-BS,BS,Bachelor of Science,CSEC,Cybersecurity
346465,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
346545,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
346585,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
346635,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,LA,College of Liberal Arts,VA-BFA,Visual Arts-BFA,BFA,Bachelor of Fine Arts,IDPP,Industrial Design Prof Program
346654,202210,Fall 2021,N,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
346654,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,BINM,Building Information Modeling
346690,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
346764,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,MACS,Mathematics-Computer Science
346855,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347011,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347035,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347037,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347135,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
347178,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
347203,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347205,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347298,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347339,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347419,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347475,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
347491,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347497,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
347526,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
347531,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICIT-BS,Comp Info Tech-BS,BS,Bachelor of Science,CSEC,Cybersecurity
347669,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
