PUID_SIX,SATR EBRW,SATR Math,SATR Total,SAT_Critical_Reading_OLD,SAT Mathematics_OLD,ACT English,ACT Math,ACT Reading,ACT Science Reasoning,ACT Composite,ACT Combined English/Writing
252019,,,,,,33,35,32,34,33,
252023,610,660,1270,,,24,30,28,28,27,
252040,650,670,1320,,,,,,,,
252049,590,570,1160,,,,,,,,
252114,,,,,,35,34,30,35,33,
252159,,,,,,29,32,32,33,30,
252191,790,720,1510,,,,,,,,
252208,620,590,1210,,,,,,,,
252221,750,630,1350,,,26,26,35,26,28,
252248,630,590,1220,,,23,23,32,25,26,
252255,700,700,1400,,,34,30,35,28,32,
252256,670,630,1300,,,31,27,32,31,29,
252258,690,720,1390,,,,,,,,
252280,,,,,,35,33,34,33,34,
252286,680,660,1340,,,32,29,34,32,32,
252296,,,,,,36,31,34,27,31,
252297,520,610,1080,,,,,,,,
252320,,,,,,35,36,33,36,35,
252363,740,790,1530,,,,,,,,
252402,,,,,,31,34,34,33,33,
252415,620,710,1300,,,,,,,,
252452,580,640,1190,,,,,,,,
252472,560,510,1060,,,24,17,20,19,20,
252475,700,770,1470,,,,,,,,
252490,690,730,1420,,,,,,,,
252511,,,,,,33,34,34,36,34,
252608,580,600,1180,,,,,,,,
252620,600,570,1170,,,,,,,,
252638,610,610,1220,,,26,28,27,25,26,
252650,650,730,1380,,,25,33,22,26,27,
252657,740,710,1450,,,,,,,,
252666,650,650,1300,,,29,33,25,24,28,
252678,,,,,,34,30,34,35,32,
252699,670,740,,,,,,,,,
252723,770,770,1540,,,34,33,33,36,34,
252727,,,,,,35,35,36,36,36,
252750,670,760,1420,,,,,,,,
252771,650,740,1360,,,,,,,,
252855,,,,,,34,32,36,31,33,
252868,680,790,,,,,,,,,
252900,610,540,1150,,,,,,,,
252909,650,680,1330,,,,,,,,
252918,560,770,1330,,,,,,,,
252924,660,790,1420,,,,,,,,
252926,500,710,1190,,,,,,,,
252930,650,790,1440,,,,,,,,
252958,670,790,1410,,,,,,,,
252961,,,,,,35,35,35,33,35,
252971,530,580,1100,,,,,,,,
252972,610,680,1290,,,27,29,34,28,30,
252980,670,710,1380,,,,,,,,
253012,,,,,,30,29,32,35,31,
253043,630,760,1390,,,,,,,,
253068,730,690,1420,,,,,,,,
253095,720,750,1440,,,30,31,34,35,33,
253123,520,580,1100,,,,,,,,
253136,610,610,1210,,,25,27,23,25,25,
253178,,,,,,35,34,32,34,32,
253193,580,670,1210,,,23,27,24,25,25,
253230,,,,,,34,31,26,32,31,
253231,,,,,,32,27,34,29,31,
253302,650,650,1290,,,,,,,,
253324,680,760,1440,,,,,,,,
253326,690,730,1410,,,36,32,36,36,35,
253355,,,,,,31,31,34,33,32,
253367,670,760,1400,,,,,,,,
253395,550,590,1140,,,20,23,20,25,22,
253451,590,690,1280,,,31,31,24,27,28,
253458,,,,,,32,30,35,36,33,
253463,650,700,1350,,,35,28,34,33,32,
253476,630,800,1430,,,,,,,,
253496,670,710,,,,,,,,,
253499,660,710,1370,,,26,34,33,33,32,
253522,610,720,1330,,,31,32,35,34,32,
253588,660,680,1340,,,,,,,,
253614,,,,,,35,30,36,33,33,
253623,,,,,,33,32,35,36,34,
253647,660,750,1410,,,30,31,32,32,31,
253661,760,710,1470,,,35,31,35,29,33,
253691,,,,,,30,29,32,36,32,
253715,570,700,1270,,,,,,,,
253757,740,750,1490,,,34,34,35,36,34,
253760,,,,,,30,34,28,33,31,
253828,610,740,1350,,,,,,,,
253833,,,,,,31,32,36,32,32,
253930,700,690,1390,,,32,30,34,33,31,
253945,610,670,1270,,,33,30,32,29,29,
253958,,,,,,32,32,33,33,33,
253967,680,710,1380,,,,,,,,
253968,610,750,1330,,,,,,,,
253971,600,670,1270,,,25,34,29,27,29,
253972,680,690,1370,,,,,,,,
253977,650,740,1380,,,,,,,,
253986,720,740,,,,35,34,33,34,34,
254046,,,,,,33,33,33,31,31,
254078,630,770,1400,,,,,,,,
254101,640,560,1200,,,29,22,34,24,27,
254126,540,570,1100,,,,,,,,
254172,700,690,1390,,,,,,,,
254261,,,,,,34,32,33,35,33,
254292,700,750,1450,,,29,26,33,22,28,
254299,740,800,1490,,,,,,,,
254300,660,780,1440,,,,,,,,
254457,650,670,1300,,,24,30,27,26,27,
254507,590,620,1210,,,23,24,30,22,25,
254516,650,630,1280,,,,,,,,
254604,670,800,1470,,,,,,,,
254608,680,660,1330,,,,,,,,
254675,690,710,1390,,,,,,,,
254684,630,700,1320,,,,,,,,
254687,,,,,,32,31,35,33,33,
254746,730,740,1470,,,,,,,,
254769,690,740,1430,,,28,36,34,36,34,
254818,700,640,1340,,,28,31,30,24,28,
254824,720,750,1420,,,,,,,,
254839,630,760,1390,,,,,,,,
254847,620,770,1390,,,,,,,,
254900,730,680,1410,,,,,,,,
254959,500,530,1030,,,,,,,,
254960,640,690,1290,,,23,28,23,23,24,
254965,680,630,1310,,,33,28,32,30,31,
255029,560,630,1190,,,20,30,25,30,26,
255051,630,750,1380,,,,,,,,
255077,,,,,,35,33,35,35,34,
255105,690,760,,,,,,,,,
255154,620,700,1300,,,,,,,,
255160,,,,,,35,36,35,34,35,
255161,650,680,1330,,,27,29,32,32,30,
255190,630,620,1250,,,24,27,27,24,26,
255207,,,,,,27,24,32,27,28,
255221,630,670,1280,,,24,30,35,30,30,
255229,790,770,1550,,,,,,,,
255249,650,640,1290,,,25,26,30,27,27,
255259,700,680,1380,,,,,,,,
255268,580,630,1200,,,20,25,24,24,23,
255279,580,630,1210,,,,,,,,
255282,690,660,1350,,,27,26,33,28,29,
255289,760,760,1520,,,,,,,,
255312,780,770,1550,,,35,35,36,36,36,
255443,670,670,1340,,,,,,,,
255498,,,,,,35,34,31,30,32,
255524,650,660,1310,,,,,,,,
255530,700,720,1420,,,,,,,,
255594,690,660,1350,,,,,,,,
255629,750,790,1540,,,,,,,,
255632,680,620,1300,,,30,25,31,27,28,
255635,710,790,1500,,,,,,,,
255671,560,610,1160,,,,,,,,
255676,630,760,1390,,,33,34,22,25,29,
255679,,,,,,35,34,35,34,34,
255723,500,480,980,,,,,,,,
255740,610,770,1380,,,,,,,,
255759,690,720,1410,,,28,34,34,32,32,
255795,650,620,1270,,,34,28,34,27,30,
255833,720,680,1400,,,,,,,,
255895,740,750,1440,,,,,,,,
255906,700,790,1490,,,,,,,,
255924,660,630,1290,,,,,,,,
255932,640,600,1240,,,,,,,,
255966,,,,,,34,34,31,31,33,
255978,660,660,1320,,,,,,,,
256036,650,640,1290,,,,,,,,
256071,660,650,1310,,,30,27,25,25,26,
256076,660,740,1390,,,,,,,,
256084,710,730,1440,,,,,,,,
256093,,,,,,25,32,30,35,31,
256124,610,740,1320,,,20,32,22,32,26,
256169,740,800,1540,,,,,,,,
256178,650,690,1340,,,,,,,,
256231,620,790,1400,,,,,,,,
256251,700,770,1470,,,,,,,,
256258,590,600,1170,,,20,27,28,24,25,
256320,580,560,1140,,,,,,,,
256348,,,,,,36,33,34,36,35,
256369,530,620,1150,,,22,26,20,22,23,
256377,,,,,,29,33,28,33,30,
256399,750,790,1540,,,34,33,35,36,35,
256403,700,710,1410,,,25,28,36,29,30,
256439,690,730,1420,,,33,31,33,32,32,
256459,670,670,1340,,,33,30,34,28,31,
256472,,,,,,32,28,30,27,29,
256481,680,690,1370,,,,,,,,
256490,700,740,1440,,,,,,,,
256502,,,,,,29,29,34,30,31,
256523,560,590,1150,,,,,,,,
256534,700,720,1420,,,,,,,,
256540,620,640,1250,,,,,,,,
256545,640,670,1310,,,,,,,,
256552,,,,,,36,36,36,36,35,
256572,530,590,1080,,,21,24,22,23,21,
256575,650,660,1310,,,30,31,33,28,30,
256670,680,660,1340,,,,,,,,
256692,510,550,1060,,,,,,,,
256717,610,590,1200,,,24,23,23,26,24,
256757,570,540,1110,,,,,,,,
256762,,,,,,32,35,33,35,34,
256836,690,600,,,,,,,,,
256850,580,590,1170,,,,,,,,
256924,,,,540,620,,,,,,
256927,,,,,,33,31,30,33,31,
256943,720,700,1420,,,,,,,,
256950,600,740,1320,,,,,,,,
257006,770,720,1480,,,,,,,,
257022,610,600,1190,,,,,,,,
257024,,,,,,35,33,31,35,32,
257028,640,700,1340,,,,,,,,
257057,,,,,,28,28,28,30,29,
257059,,,,,,33,31,33,33,33,
257068,530,580,1110,530,580,,,,,,
257071,660,680,1340,,,31,35,28,34,32,
257073,690,700,1390,,,35,30,34,32,32,
257086,720,750,1470,,,,,,,,
257087,,,,,,36,34,34,36,34,
257113,580,600,1180,,,,,,,,
257114,690,690,,,,28,28,33,30,30,
257137,,,,,,36,31,31,32,31,
257195,610,720,1330,,,29,28,26,27,27,
257248,630,650,1280,,,,,,,,
257256,660,770,1430,,,,,,,,
257266,710,660,1370,,,,,,,,
257269,680,660,1320,,,33,30,29,33,31,
257276,720,670,1390,,,,,,,,
257285,630,790,1420,,,30,36,33,33,31,
257379,540,550,1090,,,,,,,,
257381,630,640,1270,,,25,29,22,28,26,
257437,560,580,1110,,,,,,,,
257448,700,780,1460,,,,,,,,
257477,650,630,1280,,,,,,,,
257499,740,630,1370,,,32,27,36,34,32,
257514,580,580,1160,,,24,28,26,33,28,
257532,660,670,1320,,,,,,,,
257554,590,700,,,,,,,,,
257589,690,750,1420,,,,,,,,
257594,610,660,1230,,,,,,,,
257599,750,710,1460,,,,,,,,
257631,750,730,1480,,,35,34,36,35,35,
257633,750,770,1520,,,,,,,,
257677,,,,,,31,28,28,27,28,
257685,710,790,1500,,,,,,,,
257721,700,760,,,,,,,,,
257737,580,700,1280,,,,,,,,
257771,640,640,1280,,,,,,,,
257805,,,,,,31,32,32,29,31,
257830,,,,,,33,28,33,32,31,
257834,640,680,1310,,,34,28,30,29,29,
257849,560,600,1160,,,,,,,,
257894,670,680,1350,,,30,29,32,34,31,
257929,,,,,,30,26,27,26,27,
257942,620,600,1220,,,25,28,34,34,28,
257944,630,680,1280,,,,,,,,
257987,,,,,,30,30,24,32,27,
257993,680,730,1410,,,,,,,,
258002,590,690,1280,,,29,32,30,31,31,
258005,740,760,1500,,,,,,,,
258061,,,,,,29,26,28,25,27,
258085,610,630,1240,,,,,,,,
258096,660,710,1370,,,27,26,27,28,27,
258100,670,670,1340,,,34,30,35,30,32,
258120,610,630,1240,,,32,28,31,34,31,
258158,,,,,,36,34,36,36,35,
258164,610,570,1180,,,,,,,,
258184,,,,,,25,30,30,28,27,
258189,440,580,1020,,,,,,,,
258196,720,740,1430,,,,,,,,
258231,580,620,1200,,,21,26,22,23,23,
258244,680,690,1340,,,,,,,,
258256,680,770,1440,,,,,,,,
258273,530,600,1130,,,,,,,,
258297,690,740,1420,,,,,,,,
258308,,,,,,24,29,31,28,28,
258309,,,,,,35,34,33,32,34,
258446,730,740,1470,,,,,,,,
258499,660,740,1400,,,,,,,,
258509,590,650,1210,,,,,,,,
258522,730,760,1490,,,34,29,25,23,28,
258530,740,760,,,,32,29,35,30,32,
258548,580,660,1230,,,,,,,,
258558,540,710,1240,,,,,,,,
258585,610,790,1400,,,,,,,,
258623,630,600,1220,,,,,,,,
258634,,,,,,30,31,31,33,31,
258646,670,690,1350,,,35,34,29,31,32,
258654,,,,,,36,31,36,32,34,
258679,510,690,1200,,,,,,,,
258685,,,,,,32,33,24,34,31,
258697,,,,,,36,34,35,35,35,
258741,600,640,1220,,,25,27,26,23,25,
258763,620,600,1200,,,29,32,23,25,27,
258780,640,800,1400,,,,,,,,
258812,,,,,,29,31,36,35,31,
258815,730,780,1510,,,,,,,,
258944,710,770,1480,,,,,,,,
258957,650,750,1400,,,,,,,,
258988,670,740,1400,,,,,,,,
259007,,,,,,35,32,34,33,33,
259010,720,720,1440,,,33,31,33,27,31,
259041,,,,,,36,34,34,36,35,
259048,670,760,,,,31,26,23,30,28,
259138,570,570,1140,,,,,,,,
259189,620,650,1270,,,,,,,,
259190,650,670,1320,,,26,31,30,25,28,
259230,590,660,1250,,,,,,,,
259237,540,500,1040,,,,18,29,,22,
259302,600,650,1200,,,,,,,,
259312,740,630,1370,,,,,,,,
259338,590,680,1270,,,30,30,32,31,30,
259365,,,,,,29,28,31,25,27,
259415,,,,,,32,30,35,36,33,
259416,720,660,1380,,,,,,,,
259423,,,,,,30,33,32,32,32,
259492,690,750,1440,,,,,,,,
259504,760,760,1520,,,,,,,,
259541,630,790,1380,,,,,,,,
259547,560,660,1200,,,23,27,21,25,24,
259595,580,550,1130,,,,,,,,
259652,600,660,1260,,,20,28,22,23,23,
259655,730,710,1440,,,,,,,,
259674,,,,,,33,35,36,34,33,
259701,720,770,1490,,,,,,,,
259727,720,800,1520,,,,,,,,
259740,730,800,1530,,,,,,,,
259786,680,670,1330,,,,,,,,
259801,,,,,,36,34,36,33,35,
259807,610,740,1350,,,,,,,,
259818,700,790,1430,,,36,31,34,27,32,
259852,,,,,,27,28,36,32,30,
259867,700,740,1440,,,31,31,30,25,29,
259885,600,650,1250,,,,,,,,
259898,690,790,1480,,,,,,,,
259961,,,,,,35,31,32,32,31,
259971,600,660,1260,,,,,,,,
259980,700,650,1340,,,33,27,33,36,32,
260002,530,540,1070,,,,,,,,
260035,560,790,1350,,,,,,,,
260040,710,740,1420,,,,,,,,
260066,580,680,1260,,,,,,,,
260067,660,740,1400,,,,,,,,
260074,750,790,1530,,,,,,,,
260085,680,720,1390,,,,,,,,
260091,600,700,1290,,,,,,,,
260106,600,700,1290,,,,,,,,
260120,560,540,1100,,,,,,,,
260156,570,590,1160,,,,,,,,
260219,670,790,1430,,,,,,,,
260242,680,660,,,,34,28,34,26,31,
260276,530,730,1260,,,,,,,,
260283,,,,,,35,35,36,35,35,
260291,690,800,1490,,,,,,,,
260419,,,,,,30,28,31,32,30,
260495,760,800,1560,,,,,,,,
260541,590,710,1300,,,,,,,,
260553,720,690,1410,,,36,33,36,31,34,
260665,640,670,1310,,,26,26,22,26,25,
260772,650,790,1440,,,,,,,,
260786,550,660,,,,,,,,,
260792,690,630,1320,,,,,,,,
260810,630,730,1360,,,,,,,,
260859,730,740,1470,,,,,,,,
260901,680,760,1410,,,,,,,,
260917,700,730,1420,,,,,,,,
260927,,,,,,35,31,31,28,29,
260928,540,560,1090,,,,,,,,
260968,,,,,,24,25,24,25,24,
260981,,,,,,33,32,36,35,33,
260987,690,630,1320,,,26,29,31,28,29,
260991,590,610,1200,,,23,25,31,28,27,
261015,,,,,,31,35,33,34,33,
261071,,,,,,32,31,31,31,31,
261110,610,680,1280,,,,,,,,
261125,670,650,1290,,,,,,,,
261141,610,600,1210,,,,,,,,
261183,680,590,1270,,,,,,,,
261207,,,,,,35,29,29,31,30,
261259,700,790,,,,,,,,,
261298,680,550,1070,,,22,24,27,24,24,
261326,670,650,1300,,,35,32,35,31,32,
261338,,,,,,34,32,36,36,35,
261342,720,750,1420,,,,,,,,
261384,610,700,1310,,,,,,,,
261386,710,760,1470,,,,,,,,
261390,,,,,,35,29,34,35,33,
261403,550,790,1340,,,,,,,,
261487,580,640,1220,,,,,,,,
261508,630,710,1320,,,21,30,22,28,25,
261510,740,780,1470,,,,,,,,
261570,610,660,1270,,,,,,,,
261598,640,730,1310,,,,,,,,
261622,580,630,1200,,,21,27,24,25,24,
261700,,,,,,30,27,27,24,27,
261711,760,690,1450,,,,,,,,
261723,580,770,1350,,,,,,,,
261743,750,800,1540,,,,,,,,
261745,670,740,1410,,,,,,,,
261785,600,610,1210,,,,,,,,
261827,670,680,1350,,,29,29,35,32,31,
261829,740,700,1440,,,,,,,,
261833,,,,,,34,31,36,36,34,
261870,610,650,1240,,,,,,,,
261925,560,770,1320,,,,,,,,
261933,580,630,1210,,,,,,,,
261978,610,790,1400,,,,,,,,
262017,,,,,,22,20,24,22,22,
262080,670,730,1400,,,35,32,35,34,34,
262088,640,650,1290,,,,,,,,
262126,740,740,1470,,,,,,,,
262179,650,550,1200,,,,,,,,
262240,670,720,1390,,,,,,,,
262246,600,760,1360,,,23,36,23,27,27,
262272,650,670,1320,,,25,34,30,33,31,
262284,,,,,,33,30,31,26,30,
262293,740,780,,,,,,,,,
262345,,,,,,32,28,33,28,30,
262353,740,700,1440,,,36,31,36,33,34,
262356,660,740,1390,,,,,,,,
262397,670,760,1430,,,,,,,,
262418,680,780,1460,,,,,,,,
262461,640,740,1380,,,,,,,,
262554,690,760,1440,,,,,,,,
262608,650,650,1300,,,28,26,27,27,27,
262623,,,,,,22,27,23,26,23,
262626,,,,,,33,33,36,35,34,
262630,630,700,1310,,,,,,,,
262647,,,,,,32,34,35,34,32,
262656,670,790,1450,,,,,,,,
262659,700,680,1380,,,,,,,,
262684,710,700,1410,,,,,,,,
262698,670,730,1360,,,34,31,34,32,32,
262747,,,,,,34,29,29,30,28,
262753,,,,,,33,33,35,36,33,
262797,,,,,,36,34,36,36,35,
262801,720,710,1430,,,,,,,,
262816,620,620,1240,,,,,,,,
262828,690,670,1360,,,,,,,,
262856,600,640,1240,,,22,29,32,25,27,
262869,,,,,,34,31,36,27,32,
262895,660,740,1400,,,30,29,23,23,26,
262928,740,750,1490,,,,,,,,
262986,650,790,1440,,,,,,,,
263010,,,,,,34,32,32,36,34,
263027,,,,,,29,29,30,31,30,
263075,700,600,1300,,,31,30,36,32,32,
263096,690,680,1370,,,,,,,,
263100,,,,,,34,36,34,34,34,
263140,720,690,1400,,,,,,,,
263153,690,720,1410,,,33,31,36,36,34,
263155,620,640,1260,,,28,28,28,30,28,
263204,620,550,1150,,,22,22,22,23,22,
263205,580,680,,,,,,,,,
263265,,,,,,35,36,32,36,33,
263301,,,,,,36,34,32,36,34,
263373,720,760,,,,,,,,,
263377,670,700,1370,,,35,30,30,29,31,
263408,680,740,1420,,,,,,,,
263432,,,,,,35,33,30,33,31,
263435,,,,,,35,31,33,30,32,
263443,720,690,1410,,,32,30,28,33,31,
263478,680,690,1370,,,29,34,34,32,32,
263501,560,680,1240,,,25,30,24,26,26,
263524,,,,,,28,31,30,28,29,
263534,640,780,1420,,,34,33,31,36,33,
263541,570,640,1210,,,,,,,,
263572,640,770,1410,,,,,,,,
263611,740,740,1480,,,35,34,34,34,34,
263627,590,670,1240,,,18,24,23,24,22,
263630,660,760,1390,,,,,,,,
263662,,,,,,24,24,26,26,24,
263723,560,630,1190,,,30,32,31,30,31,
263728,,,,,,35,35,29,27,32,
263749,740,790,1530,,,35,34,35,32,34,
263752,730,760,1490,,,,,,,,
263793,650,730,1380,,,27,32,30,29,30,
263854,,,,,,32,30,31,33,32,
263872,640,740,1380,,,,,,,,
263927,610,610,1210,,,24,26,22,23,23,
263990,690,730,1420,,,,,,,,
264049,700,760,1460,,,,,,,,
264071,650,760,1410,,,,,,,,
264080,650,680,1330,,,24,27,33,26,28,
264081,710,670,1380,,,29,29,33,27,30,
264095,520,590,1110,,,15,29,23,21,22,
264114,640,580,1220,,,,,,,,
264139,650,570,1200,,,,,,,,
264158,710,770,,,,33,33,36,33,34,
264160,580,640,1170,,,,,,,,
264238,600,620,1220,,,32,26,25,25,26,
264259,,,,,,28,29,21,26,25,
264282,700,800,1480,,,,,,,,
264359,610,690,1300,,,,,,,,
264387,710,770,1480,,,,,,,,
264413,770,770,,,,35,31,33,31,33,
264455,620,690,1310,,,,,,,,
264506,,,,,,31,26,36,32,31,
264534,620,650,1270,,,,,,,,
264615,710,720,1430,,,,,,,,
264619,650,690,1340,,,27,28,32,28,29,
264623,740,790,1530,,,,,,,,
264638,660,580,,,,33,27,32,30,29,
264669,,,,,,35,35,36,35,35,
264670,,,,,,36,34,35,35,35,
264697,650,700,1350,,,,,,,,
264733,,,,,,30,28,30,31,29,
264769,,,,,,35,31,34,31,33,
264771,,,,,,35,32,32,33,32,
264817,,,,,,35,31,35,33,33,
264820,740,700,1410,,,33,31,35,34,33,
264838,680,600,1280,,,34,29,23,28,27,
264851,700,740,1430,,,,,,,,
264878,,,,,,36,34,34,36,35,
264896,710,680,1390,,,33,27,34,35,32,
265029,600,730,1330,,,,,,,,
265033,740,730,1470,,,,,,,,
265039,640,640,1280,,,21,30,26,33,28,
265055,650,750,1400,,,28,36,30,34,31,
265065,730,800,1530,,,,,,,,
265066,590,640,1210,,,,,,,,
265104,610,630,1240,,,24,27,29,27,27,
265108,760,790,1550,,,,,,,,
265117,700,720,1370,,,31,30,27,24,28,
265152,700,730,1430,,,36,31,35,28,33,
265229,590,640,1230,,,30,26,19,24,24,
265288,770,760,1530,,,36,31,36,33,34,
265359,,,,,,34,34,21,33,31,
265360,760,740,1500,,,,,,,,
265376,640,800,1440,,,,,,,,
265378,590,640,1200,,,,,,,,
265396,410,480,890,,,16,16,13,14,15,
265405,610,670,1230,,,,,,,,
265418,730,740,1470,,,34,31,29,31,31,
265425,,,,,,32,29,30,29,30,
265426,,,,,,30,34,35,35,34,
265446,730,760,1460,,,,,,,,
265477,720,660,1380,,,,,,,,
265486,660,680,1290,,,,,,,,
265494,710,650,1360,,,,,,,,
265504,740,750,1490,,,,,,,,
265529,730,710,1440,,,,,,,,
265544,,,,,,33,32,36,33,33,
265557,660,730,1390,,,,,,,,
265575,640,800,1410,,,,,,,,
265593,,,,,,35,32,34,30,33,
265619,,,,,,34,34,35,31,34,
265622,,,,,,30,31,30,32,31,
265637,680,710,1390,,,,,,,,
265639,,,,,,33,35,36,36,35,
265648,680,740,1420,,,28,32,33,34,32,
265663,590,590,1180,,,,,,,,
265691,490,650,1140,,,,,,,,
265717,630,750,1380,,,,,,,,
265720,640,770,1400,,,,,,,,
265734,650,590,1240,,,27,28,32,34,30,
265737,670,760,1430,,,,,,,,
265745,610,740,1350,,,,,,,,
265771,690,730,1400,,,,,,,,
265777,730,740,1470,,,,,,,,
265805,,,,,,33,31,31,30,31,
265872,640,700,1340,,,,,,,,
265925,750,760,1510,,,,,,,,
265942,770,770,1520,,,36,35,35,36,36,
265985,,,,,,36,32,36,34,34,
266047,680,760,1440,,,29,35,34,34,32,
266075,610,790,,,,,,,,,
266101,610,750,1360,,,,,,,,
266114,,,,,,30,31,32,27,30,
266120,740,770,1480,,,,,,,,
266222,,,,,,35,34,33,34,33,
266243,680,730,1410,,,,,,,,
266244,,,,,,30,32,35,32,32,
266306,580,770,1350,,,19,33,20,24,24,
266402,690,790,1480,,,,,,,,
266414,,,,,,35,35,34,36,34,
266551,700,800,1500,,,,,,,,
266553,740,750,1490,,,36,35,36,35,36,
266557,690,690,1380,,,34,28,31,29,30,
266603,650,670,1320,,,24,30,34,28,29,
266631,550,580,1080,,,,,,,,
266665,800,800,1600,,,36,35,36,36,36,
266683,660,690,1350,,,,,,,,
266722,720,700,1410,,,,,,,,
266726,730,750,1460,,,,,,,,
266741,720,710,1430,,,,,,,,
266745,540,540,1080,,,20,19,19,21,20,
266995,730,790,1520,,,,,,,,
267009,,,,,,29,33,30,31,31,
267029,710,750,1460,,,,,,,,
267036,620,800,1400,,,,,,,,
267049,,,,,,32,34,32,31,31,
267114,620,720,1340,,,29,29,22,27,27,
267121,680,670,1350,,,,,,,,
267159,680,750,1430,,,,,,,,
267187,640,780,1420,,,,,,,,
267200,,,,,,22,36,18,27,25,
267216,540,750,1250,,,,,,,,
267228,,,,,,36,34,36,36,35,
267331,,,,,,34,32,34,31,32,
267357,670,790,1450,,,,,,,,
267370,610,770,1370,,,,,,,,
267376,700,760,1390,,,,,,,,
267433,640,610,1250,,,32,32,33,29,30,
267449,590,550,1140,,,22,27,24,28,25,
267450,590,560,1150,,,25,21,20,20,22,
267452,720,790,1510,,,,,,,,
267479,700,650,1350,,,,,,,,
267499,620,790,1410,,,,,,,,
267645,,,,,,35,31,27,29,29,
267792,550,670,1220,,,,,,,,
267819,,,,,,,,,,,
267863,690,700,,,,26,27,33,33,30,
267931,,,,,,33,35,34,36,34,
268031,730,800,1530,,,35,35,32,36,35,
268049,690,780,1440,,,,,,,,
268096,720,800,1520,,,,,,,,
268127,670,760,1430,,,,,,,,
268151,,,,,,35,34,32,29,32,
268390,660,770,1430,,,,,,,,
268509,590,610,1200,,,21,29,31,25,27,
268520,,,,,,27,36,33,36,32,
268541,710,760,1470,,,,,,,,
268547,,,,,,31,35,27,36,32,
268587,620,800,1400,,,,,,,,
268661,640,730,1370,,,,,,,,
268781,560,770,1330,,,,,,,,
268808,570,650,1220,,,,,,,,
268834,610,730,1340,,,,,,,,
268937,620,700,1270,,,,,,,,
268995,730,750,1480,,,,,,,,
269015,,,,,,25,29,24,28,26,
269044,700,660,1340,,,34,27,31,25,29,
269215,740,780,1520,,,,,,,,
269216,600,800,1370,,,,,,,,
269255,560,700,1260,,,,,,,,
269346,610,790,1400,,,,,,,,
269380,740,740,1480,,,,,,,,
269424,550,550,1100,,,27,24,23,24,25,
269686,580,700,1280,,,,,,,,
269761,720,770,1490,,,36,35,36,35,34,
269774,740,710,1450,,,,,,,,
269822,,,,,,,,,,,
269936,690,760,1450,,,,,,,,
269960,630,640,,,,,,,,,
270063,580,660,1240,,,,,,,,
270299,600,610,1210,,,,,,,,
270309,670,750,1420,,,,,,,,
270640,650,760,1410,,,,,,,,
270657,600,670,1270,,,,,,,,
270695,600,580,1180,,,26,22,34,27,27,
270839,690,650,1340,,,,,,,,
270852,,,,,,23,24,30,25,25,
270872,,,,,,34,35,34,34,33,
271061,670,700,1370,,,,,,,,
271440,620,660,1250,,,,,,,,
272067,,,,,,32,36,32,36,33,
272579,670,670,1340,,,33,30,31,33,32,
272591,620,620,1240,,,,,,,,
272617,,,,,,28,33,35,32,32,
272636,670,790,1460,,,,,,,,
272663,,,,,,33,35,33,34,33,
272686,650,680,1330,,,20,28,27,30,26,
273065,700,770,1470,,,,,,,,
273316,,,,,,27,28,29,28,28,
273349,540,600,1140,540,600,,,,,,
273373,,,,,,35,30,34,28,31,
273386,540,530,1070,,,,,,,,
273461,580,760,1340,,,,,,,,
273503,660,680,1330,,,,,,,,
273526,,,,,,34,36,33,36,34,
273531,,,,,,21,28,24,26,24,
273667,700,730,1430,,,,,,,,
275200,650,680,1330,,,26,28,23,28,26,
275215,600,690,1290,,,,,,,,
275235,,,,,,34,35,34,35,34,
275538,620,580,1200,,,,,,,,
275621,,,,,,31,28,35,28,29,
275653,610,670,1280,,,,,,,,
276188,770,760,1530,,,,,,,,
276203,770,750,1520,,,,,,,,
276219,680,680,1320,,,,,,,,
276648,620,570,,,,,,,,,
276664,570,760,1330,,,,,,,,
277690,,,,,,25,25,27,26,25,
277843,570,750,1300,,,,,,,,
277937,600,680,1280,,,,,,,,
277969,540,690,1230,,,,,,,,
280052,590,720,1300,,,,,,,,
280102,690,690,1380,,,,,,,,
280117,690,710,1400,,,26,30,32,33,30,
280125,,,,,,30,33,34,32,31,
280131,680,730,1410,,,,,,,,
280141,680,700,1380,,,,,,,,
280296,590,720,1300,,,,,,,,
280299,,,,,,28,28,27,26,26,
280307,600,610,1210,,,23,27,26,23,25,
280315,,,,,,21,19,21,20,20,
280347,560,680,1240,,,,,,,,
280359,,,,,,31,32,34,34,33,
280390,,,,,,28,35,22,31,28,
280758,650,680,1330,,,,,,,,
280761,670,710,1380,,,,,,,,
280888,620,660,1280,,,,,,,,
280889,570,730,,,,,,,,,
280891,740,800,1540,,,,,,,,
280946,,,,,,,,,,,
280960,540,570,1110,,,,,,,,
280973,710,680,1380,,,,,,,,
282006,530,480,1010,,,,,,,,
282010,670,800,1450,,,,,,,,
282067,640,660,1300,,,31,34,35,30,32,
282118,480,770,1250,,,,,,,,
282565,640,610,1220,,,21,23,25,24,23,
282717,740,700,1440,,,,,,,,
282720,590,580,1170,,,,,,,,
282740,,,,,,23,26,31,25,25,
282779,,,,,,,,,,,
282813,610,720,1330,,,25,35,25,26,28,
282858,,,,,,33,35,29,33,33,
282863,,,,,,,,,,,
282874,630,770,1400,,,,,,,,
282881,570,680,1250,,,,,,,,
283055,,,,,,34,35,35,34,35,
